# Program:featureCounts v2.0.0; Command:"featureCounts" "-t" "gbc" "-g" "transcript_id" "-a" "/proj/snic2019-30-14/private/genomes/dm6/annotation/Drosophila_melanogaster.BDGP6.28.99.PROseq.gtf" "-o" "ChIPseq/PolII-PROseq.counts.cds.txt" "./ChIP-nexus/mapped/bam_dm6/Input_Toll10b_Levine_R1_rep1.dm6.bowtie2.sorted.bam" "./ChIP-nexus/mapped/bam_dm6/PolII_Toll10b_Levine_R1_rep1.dm6.bowtie2.sorted.bam" "./ChIP-nexus/mapped2/bam_dm6/Input_g7_Levine_rep1.dm6.bowtie2.sorted.bam" "./ChIP-nexus/mapped2/bam_dm6/Input_g7_Levine_rep2.dm6.bowtie2.sorted.bam" "./ChIP-nexus/mapped2/bam_dm6/PolII_g7_Levine_rep1.dm6.bowtie2.sorted.bam" "./ChIP-nexus/mapped2/bam_dm6/PolII_g7_Levine_rep2.dm6.bowtie2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	./ChIP-nexus/mapped/bam_dm6/Input_Toll10b_Levine_R1_rep1.dm6.bowtie2.sorted.bam	./ChIP-nexus/mapped/bam_dm6/PolII_Toll10b_Levine_R1_rep1.dm6.bowtie2.sorted.bam	./ChIP-nexus/mapped2/bam_dm6/Input_g7_Levine_rep1.dm6.bowtie2.sorted.bam	./ChIP-nexus/mapped2/bam_dm6/Input_g7_Levine_rep2.dm6.bowtie2.sorted.bam	./ChIP-nexus/mapped2/bam_dm6/PolII_g7_Levine_rep1.dm6.bowtie2.sorted.bam	./ChIP-nexus/mapped2/bam_dm6/PolII_g7_Levine_rep2.dm6.bowtie2.sorted.bam
FBtr0305668	3R	24984884	25022767	+	37884	242	70	156	430	311	233
FBtr0305667	3R	24986091	25022767	+	36677	0	0	0	0	0	0
FBtr0084755	3R	25023756	25024382	+	627	245	466	170	443	1272	1344
FBtr0084756	3R	25025735	25029251	+	3517	1012	914	750	1889	2641	2460
FBtr0084796	3R	25029529	25032965	-	3437	1015	1815	600	1766	4454	4388
FBtr0084794	3R	25033976	25038583	-	4608	47	24	20	45	123	86
FBtr0113281	3R	25034245	25038268	-	4024	0	0	0	0	0	0
FBtr0084795	3R	25034245	25038583	-	4339	0	0	0	0	0	0
FBtr0334507	3R	25034245	25038749	-	4505	39	41	42	67	160	164
FBtr0290053	3R	25037444	25037882	+	439	0	0	0	0	0	0
FBtr0084758	3R	25039874	25040343	+	470	154	243	106	268	554	629
FBtr0474081	3R	25040527	25044651	-	4125	143	255	106	291	776	669
FBtr0299661	3R	25041166	25044651	-	3486	0	0	0	0	0	0
FBtr0113282	3R	25046823	25047309	+	487	103	42	96	187	169	150
FBtr0084760	3R	25048206	25049355	+	1150	278	215	192	511	1006	923
FBtr0084762	3R	25050116	25052974	+	2859	199	2749	127	351	5831	6356
FBtr0084763	3R	25050743	25052974	+	2232	0	0	0	0	0	0
FBtr0334506	3R	25053469	25054153	-	685	20	77	16	22	334	275
FBtr0084791	3R	25053577	25054153	-	577	0	0	0	0	0	0
FBtr0084790	3R	25055176	25055677	-	502	131	462	82	254	1451	1769
FBtr0334505	3R	25056786	25064248	+	7463	173	213	100	321	998	982
FBtr0303025	3R	25057519	25064248	+	6730	0	0	0	0	0	0
FBtr0303026	3R	25059581	25064248	+	4668	0	0	0	0	0	0
FBtr0301664	3R	25064518	25065091	-	574	131	210	118	205	843	763
FBtr0084786	3R	25066812	25069137	-	2326	993	3835	565	1593	12486	13777
FBtr0084768	3R	25071626	25072612	+	987	293	446	227	524	1485	1728
FBtr0113285	3R	25072829	25074107	-	1279	344	479	259	649	1592	1748
FBtr0084769	3R	25075377	25076282	+	906	227	186	145	402	727	665
FBtr0339246	3R	25083184	25084778	+	1595	177	47	105	321	83	89
FBtr0084770	3R	25083677	25084778	+	1102	0	0	0	0	0	0
FBtr0084771	3R	25095512	25095999	+	488	162	70	108	304	150	116
FBtr0100204	3R	25098172	25102046	+	3875	512	446	311	812	1319	1346
FBtr0114464	3R	25098172	25099685	+	1514	0	0	0	0	0	0
FBtr0344623	3R	25103053	25103517	+	465	126	71	69	220	165	116
FBtr0100082	3R	25103770	25108532	-	4763	808	173	564	1534	782	435
FBtr0113286	3R	25109326	25112016	-	2691	605	172	414	1198	738	528
FBtr0084802	3R	25112967	25122420	-	9454	11	6	8	26	59	33
FBtr0339247	3R	25113157	25122420	-	9264	0	0	0	0	0	0
FBtr0084783	3R	25117318	25122420	-	5103	0	0	0	0	0	0
FBtr0084775	3R	25123873	25125398	+	1526	16	85	12	42	191	192
FBtr0084777	3R	25123945	25125519	+	1575	27	77	10	42	189	175
FBtr0084782	3R	25125732	25126859	-	1128	321	889	248	545	2199	2616
FBtr0301278	3R	25128002	25131055	+	3054	20	26	21	50	72	126
FBtr0301277	3R	25128130	25131055	+	2926	0	0	0	0	0	0
FBtr0302169	3R	25131806	25136609	+	4804	87	40	47	104	243	174
FBtr0345299	3R	25132113	25136609	+	4497	0	0	0	0	0	0
FBtr0084780	3R	25138572	25139803	+	1232	385	3038	270	735	4155	4374
FBtr0110797	3R	25169665	25193276	-	23612	4177	4713	2628	7865	12058	11945
FBtr0330289	3R	25184883	25192706	+	7824	0	0	0	0	0	0
FBtr0330288	3R	25185511	25192706	+	7196	0	0	0	0	0	0
FBtr0084804	3R	25196027	25196431	+	405	151	561	104	258	6937	8264
FBtr0084874	3R	25197671	25207783	-	10113	592	272	338	1090	2041	2196
FBtr0084805	3R	25200318	25214155	+	13838	329	162	234	575	989	966
FBtr0339257	3R	25209617	25214155	+	4539	0	0	0	0	0	0
FBtr0339256	3R	25209950	25214155	+	4206	0	0	0	0	0	0
FBtr0301022	3R	25216797	25218608	+	1812	460	102	282	810	353	278
FBtr0113389	3R	25219818	25221344	+	1527	318	64	212	568	276	265
FBtr0084808	3R	25222089	25224018	+	1930	554	273	363	1029	882	963
FBtr0301090	3R	25224256	25231821	-	7566	2197	743	1460	3901	2515	1969
FBtr0084870	3R	25233736	25235029	-	1294	440	370	284	779	1072	1087
FBtr0084809	3R	25238114	25238795	+	682	249	43	157	391	115	117
FBtr0339258	3R	25240680	25241568	+	889	27	7	8	76	24	34
FBtr0084810	3R	25240680	25241353	+	674	0	0	0	0	0	0
FBtr0339259	3R	25242520	25243162	+	643	151	47	93	291	135	125
FBtr0084869	3R	25243139	25244609	-	1471	430	111	243	682	301	283
FBtr0304693	3R	25246055	25246972	-	918	0	0	0	0	0	0
FBtr0084868	3R	25246055	25247014	-	960	9	14	3	26	23	41
FBtr0332158	3R	25248158	25249000	+	843	78	235	49	142	391	422
FBtr0084812	3R	25248371	25249000	+	630	0	0	0	0	0	0
FBtr0084813	3R	25249848	25258572	+	8725	2882	2998	1677	5035	8505	8514
FBtr0084814	3R	25259398	25260659	+	1262	359	659	222	636	1772	1906
FBtr0084867	3R	25261063	25261998	-	936	301	205	181	470	594	482
FBtr0084866	3R	25263367	25265221	-	1855	783	945	490	1370	2338	2253
FBtr0084816	3R	25266344	25267657	+	1314	420	627	269	818	1493	1549
FBtr0472598	3R	25270709	25273167	+	2459	201	54	153	332	173	108
FBtr0344492	3R	25270709	25271483	+	775	0	0	0	0	0	0
FBtr0472597	3R	25272329	25273167	+	839	0	0	0	0	0	0
FBtr0084821	3R	25274337	25275137	+	801	216	58	139	398	149	126
FBtr0114505	3R	25275890	25276712	-	823	282	58	169	513	123	152
FBtr0084864	3R	25278527	25279346	-	820	238	32	142	409	187	105
FBtr0089645	3R	25282048	25283137	+	1090	41	9	21	71	44	21
FBtr0089644	3R	25282161	25283137	+	977	0	0	0	0	0	0
FBtr0084824	3R	25284120	25285124	+	1005	195	42	132	338	128	80
FBtr0084825	3R	25285973	25286874	+	902	226	35	146	432	131	100
FBtr0273361	3R	25287974	25288830	+	857	207	39	130	297	176	74
FBtr0084827	3R	25290389	25291266	+	878	191	26	106	386	124	76
FBtr0084863	3R	25291470	25292477	-	1008	313	70	185	574	225	140
FBtr0084862	3R	25293558	25295094	-	1537	341	69	234	579	290	216
FBtr0290052	3R	25296228	25297278	-	1051	181	39	144	380	135	132
FBtr0084860	3R	25298060	25299057	-	998	276	51	165	482	184	176
FBtr0084828	3R	25301391	25302217	+	827	211	31	115	339	171	116
FBtr0290055	3R	25302964	25303886	+	923	183	37	134	309	168	54
FBtr0084830	3R	25304637	25305551	+	915	191	49	131	401	157	104
FBtr0305953	3R	25306507	25307891	-	1385	411	111	270	793	364	300
FBtr0084856	3R	25309529	25310443	-	915	268	55	199	475	181	202
FBtr0084855	3R	25311127	25313333	-	2207	504	91	329	974	316	306
FBtr0289942	3R	25314594	25315616	-	1023	327	67	217	586	226	221
FBtr0084853	3R	25316561	25317611	-	1051	210	49	181	418	206	164
FBtr0084852	3R	25318650	25319601	-	952	216	43	128	388	186	140
FBtr0084851	3R	25321153	25322257	-	1105	249	50	186	506	223	139
FBtr0113352	3R	25323256	25328816	-	5561	1405	378	916	2653	1417	1092
FBtr0084849	3R	25329630	25330703	-	1074	253	60	162	372	194	137
FBtr0300687	3R	25331463	25334743	-	3281	18	7	7	16	29	17
FBtr0084848	3R	25331765	25334743	-	2979	0	0	0	0	0	0
FBtr0300735	3R	25335757	25339988	+	4232	1265	650	833	2180	1615	1599
FBtr0084832	3R	25340752	25344738	+	3987	835	219	538	1569	967	648
FBtr0084847	3R	25344861	25346421	-	1561	669	159	348	1064	514	473
FBtr0089982	3R	25347531	25472558	-	125028	423	127	261	650	391	322
FBtr0336805	3R	25349298	25472558	-	123261	0	0	0	0	0	0
FBtr0089987	3R	25351611	25472558	-	120948	0	0	0	0	0	0
FBtr0336804	3R	25353397	25472558	-	119162	0	0	0	0	0	0
FBtr0273265	3R	25358785	25359934	+	1150	0	0	0	0	0	0
FBtr0084846	3R	25381165	25382281	-	1117	0	0	0	0	0	0
FBtr0310618	3R	25384741	25472558	-	87818	0	0	0	0	0	0
FBtr0084845	3R	25397888	25400145	-	2258	0	0	0	0	0	0
FBtr0084835	3R	25473990	25475656	+	1667	603	361	327	909	1398	1396
FBtr0084839	3R	25475736	25476415	-	680	201	216	126	389	714	648
FBtr0344719	3R	25477968	25482078	-	4111	0	0	0	0	0	0
FBtr0344718	3R	25477968	25482334	-	4367	101	336	59	154	612	609
FBtr0300440	3R	25483598	25485381	+	1784	62	84	31	124	224	336
FBtr0084877	3R	25483805	25485755	+	1951	26	60	11	32	144	139
FBtr0084897	3R	25485718	25490436	-	4719	95	149	65	172	410	396
FBtr0330374	3R	25485718	25489966	-	4249	0	0	0	0	0	0
FBtr0084878	3R	25491960	25493162	+	1203	507	291	370	993	953	1137
FBtr0336802	3R	25493581	25494661	-	1081	7	1	4	9	16	11
FBtr0089607	3R	25493679	25494661	-	983	0	0	0	0	0	0
FBtr0084880	3R	25506775	25508179	+	1405	468	91	364	824	385	390
FBtr0305219	3R	25516618	25601036	+	84419	0	0	0	0	0	0
FBtr0333664	3R	25516618	25608323	+	91706	0	0	0	0	0	0
FBtr0084881	3R	25518823	25601036	+	82214	0	0	0	0	0	0
FBtr0333665	3R	25576778	25601036	+	24259	0	0	0	0	0	0
FBtr0084896	3R	25581323	25582679	-	1357	0	0	0	0	0	0
FBtr0344091	3R	25591602	25608627	-	17026	0	0	0	0	0	0
FBtr0084895	3R	25593085	25608627	-	15543	0	0	0	0	0	0
FBtr0084882	3R	25594975	25602321	+	7347	0	0	0	0	0	0
FBtr0084892	3R	25611113	25624162	-	13050	6	4	4	6	18	16
FBtr0300730	3R	25611153	25624162	-	13010	0	0	0	0	0	0
FBtr0084893	3R	25611153	25623245	-	12093	0	0	0	0	0	0
FBtr0084885	3R	25618914	25620579	+	1666	0	0	0	0	0	0
FBtr0392910	3R	25618914	25621738	+	2825	0	0	0	0	0	0
FBtr0100570	3R	25624905	25626424	-	1520	657	856	371	1113	2102	2068
FBtr0084886	3R	25638343	25650150	+	11808	0	0	0	0	0	0
FBtr0445401	3R	25638343	25651774	+	13432	336	2571	250	674	8618	9043
FBtr0113287	3R	25638343	25650297	+	11955	0	0	0	0	0	0
FBtr0084889	3R	25640293	25650150	+	9858	0	0	0	0	0	0
FBtr0113288	3R	25647746	25650150	+	2405	0	0	0	0	0	0
FBtr0336450	3R	25648686	25650150	+	1465	0	0	0	0	0	0
FBtr0084890	3R	25653191	25660786	-	7596	2383	5037	1621	4418	10987	10998
FBtr0084898	3R	25662295	25665540	+	3246	819	597	501	1314	1879	1875
FBtr0084899	3R	25666309	25677114	+	10806	2375	736	1612	4276	2259	1807
FBtr0084934	3R	25677172	25678182	-	1011	327	197	169	575	623	478
FBtr0084933	3R	25679342	25680050	-	709	188	151	122	372	836	692
FBtr0113291	3R	25681345	25682773	+	1429	0	0	0	0	0	0
FBtr0113289	3R	25681345	25683680	+	2336	76	188	43	129	567	465
FBtr0084901	3R	25681345	25683064	+	1720	0	0	0	0	0	0
FBtr0331362	3R	25683723	25684551	-	829	38	105	43	83	417	363
FBtr0084932	3R	25684107	25684551	-	445	0	0	0	0	0	0
FBtr0084931	3R	25685336	25686649	-	1314	0	0	0	0	0	0
FBtr0331359	3R	25685336	25686870	-	1535	81	87	42	113	261	259
FBtr0113384	3R	25698827	25739965	-	41139	0	0	0	0	0	0
FBtr0113387	3R	25698827	25719617	-	20791	0	0	0	0	0	0
FBtr0084927	3R	25699324	25739965	-	40642	0	0	0	0	0	0
FBtr0084928	3R	25699324	25719617	-	20294	0	0	0	0	0	0
FBtr0335236	3R	25741448	25762605	-	21158	365	73	232	574	311	167
FBtr0301466	3R	25741448	25752495	-	11048	0	0	0	0	0	0
FBtr0301467	3R	25741448	25759822	-	18375	0	0	0	0	0	0
FBtr0335237	3R	25741448	25760849	-	19402	0	0	0	0	0	0
FBtr0301469	3R	25741563	25759822	-	18260	0	0	0	0	0	0
FBtr0301471	3R	25741776	25759822	-	18047	0	0	0	0	0	0
FBtr0344619	3R	25773434	25774869	-	1436	203	43	140	386	136	121
FBtr0084924	3R	25773434	25773899	-	466	0	0	0	0	0	0
FBtr0084920	3R	25777368	25777805	-	438	104	22	53	181	87	40
FBtr0084918	3R	25788097	25788955	-	859	218	39	90	308	148	75
FBtr0301963	3R	25812411	25813034	+	624	188	31	110	294	114	61
FBtr0084905	3R	25815979	25816474	+	496	137	49	113	272	133	71
FBtr0300129	3R	25832730	25842778	+	10049	1843	1318	1023	2874	4902	4061
FBtr0084907	3R	25852132	25853889	+	1758	516	562	354	1008	1307	1295
FBtr0339159	3R	25856654	25872570	+	15917	257	109	222	495	358	181
FBtr0339158	3R	25856654	25869692	+	13039	0	0	0	0	0	0
FBtr0330164	3R	25873000	25880927	-	7928	60	77	50	93	167	134
FBtr0084912	3R	25873634	25880927	-	7294	0	0	0	0	0	0
FBtr0300820	3R	25882484	25887971	+	5488	0	0	0	0	0	0
FBtr0300819	3R	25882484	25888130	+	5647	28	47	17	36	116	77
FBtr0084910	3R	25882484	25887464	+	4981	0	0	0	0	0	0
FBtr0084911	3R	25883074	25887971	+	4898	0	0	0	0	0	0
FBtr0084937	3R	25889042	25893170	+	4129	1194	1714	782	2072	3752	3642
FBtr0084938	3R	25893995	25894926	+	932	355	208	217	622	482	489
FBtr0309040	3R	25896322	25897074	+	753	179	62	103	391	175	156
FBtr0084940	3R	25897976	25899644	+	1669	570	116	365	1052	412	234
FBtr0344119	3R	25900403	25902072	+	1670	168	30	140	262	111	70
FBtr0309041	3R	25901055	25902072	+	1018	0	0	0	0	0	0
FBtr0084942	3R	25903143	25904078	+	936	288	56	183	490	201	116
FBtr0290138	3R	25907522	25920946	+	13425	454	99	309	772	312	188
FBtr0290141	3R	25907522	25912908	+	5387	0	0	0	0	0	0
FBtr0290140	3R	25907522	25914740	+	7219	0	0	0	0	0	0
FBtr0290137	3R	25907522	25916868	+	9347	0	0	0	0	0	0
FBtr0290139	3R	25907522	25918904	+	11383	0	0	0	0	0	0
FBtr0084984	3R	25921142	25922134	-	993	271	58	160	469	198	109
FBtr0304043	3R	25923599	25955770	-	32172	6029	1270	3956	10486	4416	3039
FBtr0084948	3R	25959779	25961586	+	1808	546	109	358	1012	441	277
FBtr0084949	3R	25962494	25966848	+	4355	1246	217	816	2055	714	483
FBtr0334898	3R	25970580	25982636	+	12057	3199	670	2034	5710	2055	1434
FBtr0330183	3R	25983513	25995637	+	12125	57	48	64	120	187	119
FBtr0084952	3R	25983513	25993891	+	10379	0	0	0	0	0	0
FBtr0084953	3R	25983513	25995053	+	11541	0	0	0	0	0	0
FBtr0305046	3R	25995979	25996496	-	518	213	245	130	306	740	683
FBtr0084954	3R	25998121	25998533	+	413	93	102	91	171	284	171
FBtr0310083	3R	26015221	26016387	+	1167	293	198	176	507	948	738
FBtr0084958	3R	26022323	26023027	+	705	180	152	134	395	494	345
FBtr0084959	3R	26033411	26033947	+	537	176	74	114	308	107	80
FBtr0339900	3R	26042236	26049811	+	7576	133	218	76	195	722	703
FBtr0302952	3R	26042236	26048799	+	6564	0	0	0	0	0	0
FBtr0084963	3R	26042580	26048799	+	6220	0	0	0	0	0	0
FBtr0302951	3R	26043141	26048799	+	5659	0	0	0	0	0	0
FBtr0084965	3R	26043320	26048799	+	5480	0	0	0	0	0	0
FBtr0084978	3R	26049831	26051757	-	1927	557	742	430	1013	2028	1891
FBtr0084967	3R	26053321	26054028	+	708	200	267	134	399	624	656
FBtr0084976	3R	26054337	26054938	-	602	163	310	122	256	771	614
FBtr0084969	3R	26059996	26061193	+	1198	9	10	8	28	31	25
FBtr0346731	3R	26060008	26061167	+	1160	0	0	0	0	0	0
FBtr0084971	3R	26061368	26062511	-	1144	265	238	187	559	534	565
FBtr0113294	3R	26076692	26098211	-	21520	109	27	45	237	68	42
FBtr0113293	3R	26076692	26097552	-	20861	0	0	0	0	0	0
FBtr0333925	3R	26107368	26130574	+	23207	28	10	30	73	27	11
FBtr0084985	3R	26107368	26130090	+	22723	0	0	0	0	0	0
FBtr0273389	3R	26127159	26127768	+	610	0	0	0	0	0	0
FBtr0333926	3R	26129304	26130090	+	787	0	0	0	0	0	0
FBtr0084987	3R	26133654	26137048	+	3395	781	130	479	1316	588	324
FBtr0084988	3R	26171347	26187207	+	15861	510	161	292	937	706	527
FBtr0307339	3R	26171887	26184874	+	12988	0	0	0	0	0	0
FBtr0085003	3R	26187118	26188307	-	1190	29	13	18	49	46	47
FBtr0307342	3R	26187407	26188307	-	901	0	0	0	0	0	0
FBtr0339612	3R	26230748	26234600	+	3853	233	80	145	329	129	114
FBtr0084990	3R	26230748	26233229	+	2482	0	0	0	0	0	0
FBtr0084994	3R	26254169	26261091	-	6923	65	25	36	74	108	70
FBtr0339614	3R	26254703	26261091	-	6389	0	0	0	0	0	0
FBtr0310660	3R	26255304	26258713	-	3410	0	0	0	0	0	0
FBtr0084999	3R	26255304	26257779	-	2476	0	0	0	0	0	0
FBtr0084995	3R	26255304	26259335	-	4032	0	0	0	0	0	0
FBtr0085000	3R	26256066	26257779	-	1714	0	0	0	0	0	0
FBtr0085001	3R	26256066	26260912	-	4847	0	0	0	0	0	0
FBtr0114544	3R	26256066	26258713	-	2648	0	0	0	0	0	0
FBtr0310661	3R	26256066	26261091	-	5026	0	0	0	0	0	0
FBtr0300399	3R	26263162	26276950	+	13789	1101	223	701	1873	777	488
FBtr0300398	3R	26268790	26274929	+	6140	0	0	0	0	0	0
FBtr0100012	3R	26318855	26361886	+	43032	0	0	0	0	0	0
FBtr0346107	3R	26318855	26362488	+	43634	121	29	84	193	54	34
FBtr0085027	3R	26344390	26344973	-	584	0	0	0	0	0	0
FBtr0100013	3R	26355938	26361886	+	5949	0	0	0	0	0	0
FBtr0113295	3R	26402009	26403156	-	1148	265	43	196	414	210	169
FBtr0085006	3R	26414588	26416092	+	1505	375	70	211	665	250	150
FBtr0339598	3R	26441278	26448891	+	7614	94	38	70	189	105	71
FBtr0085009	3R	26442037	26448891	+	6855	0	0	0	0	0	0
FBtr0085010	3R	26449579	26450485	+	907	325	73	207	575	214	144
FBtr0085011	3R	26451171	26452227	+	1057	358	61	176	594	239	176
FBtr0330152	3R	26453034	26454485	+	1452	342	294	222	624	914	788
FBtr0085014	3R	26458749	26460881	+	2133	550	110	376	961	339	269
FBtr0085015	3R	26462027	26469908	+	7882	767	172	516	1392	539	399
FBtr0085016	3R	26466040	26469908	+	3869	0	0	0	0	0	0
FBtr0305049	3R	26470178	26534717	-	64540	104	24	78	194	121	61
FBtr0302209	3R	26471203	26534717	-	63515	0	0	0	0	0	0
FBtr0308630	3R	26536850	26588086	+	51237	0	0	0	0	0	0
FBtr0308623	3R	26536850	26581417	+	44568	0	0	0	0	0	0
FBtr0308625	3R	26536850	26596088	+	59239	0	0	0	0	0	0
FBtr0308634	3R	26536850	26603951	+	67102	0	0	0	0	0	0
FBtr0308622	3R	26536850	26594918	+	58069	0	0	0	0	0	0
FBtr0308632	3R	26536850	26583298	+	46449	0	0	0	0	0	0
FBtr0308624	3R	26536850	26577075	+	40226	0	0	0	0	0	0
FBtr0335520	3R	26569113	26603951	+	34839	0	0	0	0	0	0
FBtr0085029	3R	26619618	26620124	+	507	147	75	97	289	136	84
FBtr0085057	3R	26622551	26623043	-	493	190	79	136	286	108	96
FBtr0085056	3R	26624687	26625152	-	466	132	58	112	337	154	81
FBtr0085031	3R	26632369	26632856	+	488	186	85	127	366	120	89
FBtr0085033	3R	26635385	26635898	+	514	148	44	98	315	99	82
FBtr0085035	3R	26640525	26640954	+	430	160	92	92	282	104	63
FBtr0290328	3R	26645382	26681466	-	36085	7046	1485	4774	12523	5296	3441
FBtr0085036	3R	26656940	26657431	+	492	0	0	0	0	0	0
FBtr0085049	3R	26692646	26693090	-	445	145	32	111	246	96	48
FBtr0085048	3R	26697797	26713659	-	15863	3593	797	2319	6264	2575	1729
FBtr0085047	3R	26715265	26716889	-	1625	463	713	307	797	1556	1463
FBtr0085039	3R	26718371	26719706	+	1336	433	366	307	834	835	810
FBtr0339242	3R	26719947	26724716	-	4770	90	69	48	161	260	246
FBtr0085046	3R	26720424	26724716	-	4293	0	0	0	0	0	0
FBtr0344267	3R	26727814	26730017	+	2204	37	15	23	65	33	24
FBtr0100441	3R	26728018	26730017	+	2000	0	0	0	0	0	0
FBtr0339239	3R	26728318	26730017	+	1700	0	0	0	0	0	0
FBtr0330155	3R	26799541	26841815	+	42275	0	0	0	0	0	0
FBtr0330154	3R	26799541	26842303	+	42763	101	47	48	182	174	94
FBtr0300939	3R	26842562	26862630	-	20069	82	29	54	157	108	107
FBtr0334310	3R	26842562	26862313	-	19752	0	0	0	0	0	0
FBtr0085061	3R	26863876	26864459	+	584	270	501	204	634	1493	1698
FBtr0085095	3R	26864705	26866307	-	1603	59	121	41	103	259	340
FBtr0085096	3R	26864705	26866125	-	1421	0	0	0	0	0	0
FBtr0334311	3R	26867429	26869120	+	1692	20	94	24	81	272	224
FBtr0085062	3R	26867429	26868808	+	1380	0	0	0	0	0	0
FBtr0085094	3R	26869338	26871495	-	2158	417	623	254	756	1911	2158
FBtr0334309	3R	26869338	26870067	-	730	0	0	0	0	0	0
FBtr0085093	3R	26872229	26875242	-	3014	53	67	42	102	219	245
FBtr0100335	3R	26872683	26875242	-	2560	0	0	0	0	0	0
FBtr0100339	3R	26873236	26875242	-	2007	0	0	0	0	0	0
FBtr0085091	3R	26876871	26880671	-	3801	14	22	8	24	46	62
FBtr0085090	3R	26876916	26880644	-	3729	0	0	0	0	0	0
FBtr0085064	3R	26877130	26880359	+	3230	0	0	0	0	0	0
FBtr0336724	3R	26882234	26910897	+	28664	0	0	0	0	0	0
FBtr0085065	3R	26882234	26910891	+	28658	0	0	0	0	0	0
FBtr0330167	3R	26910875	26912386	-	1512	452	688	317	822	1223	1051
FBtr0472698	3R	26916261	26945209	+	28949	1316	312	828	2330	1185	807
FBtr0472699	3R	26924142	26945209	+	21068	0	0	0	0	0	0
FBtr0085067	3R	26946034	26947148	+	1115	252	519	165	432	1571	1539
FBtr0085068	3R	26948330	26949582	+	1253	245	88	169	498	334	222
FBtr0085084	3R	26949792	26957991	-	8200	1098	631	777	1978	1854	1624
FBtr0085085	3R	26950223	26952754	-	2532	0	0	0	0	0	0
FBtr0273310	3R	26961164	26964317	-	3154	72	90	79	229	290	213
FBtr0336726	3R	26961501	26964317	-	2817	0	0	0	0	0	0
FBtr0085082	3R	26961825	26964317	-	2493	0	0	0	0	0	0
FBtr0345260	3R	26965224	26965985	-	762	290	49	206	454	133	170
FBtr0301134	3R	26967430	26977778	+	10349	2763	1430	1822	4958	4217	3945
FBtr0452128	3R	26979041	26985606	+	6566	350	127	225	639	399	306
FBtr0085074	3R	26981018	26985606	+	4589	0	0	0	0	0	0
FBtr0085080	3R	26985724	26988017	-	2294	95	27	85	210	68	55
FBtr0307506	3R	26985724	26987151	-	1428	0	0	0	0	0	0
FBtr0085075	3R	26995332	26996342	+	1011	367	79	270	647	212	171
FBtr0345267	3R	26997480	27057835	+	60356	123	27	92	266	89	48
FBtr0345268	3R	26997480	27057148	+	59669	0	0	0	0	0	0
FBtr0301977	3R	27000252	27002861	+	2610	0	0	0	0	0	0
FBtr0085078	3R	27003336	27004969	-	1634	0	0	0	0	0	0
FBtr0085077	3R	27005999	27006555	-	557	0	0	0	0	0	0
FBtr0085153	3R	27017280	27017787	-	508	0	0	0	0	0	0
FBtr0085152	3R	27018708	27019251	-	544	0	0	0	0	0	0
FBtr0085151	3R	27020338	27020878	-	541	0	0	0	0	0	0
FBtr0085150	3R	27022171	27022717	-	547	0	0	0	0	0	0
FBtr0085149	3R	27025068	27025609	-	542	0	0	0	0	0	0
FBtr0085101	3R	27049720	27050904	+	1185	0	0	0	0	0	0
FBtr0331704	3R	27058008	27063278	-	5271	0	0	0	0	0	0
FBtr0346156	3R	27058008	27063699	-	5692	102	28	80	228	97	49
FBtr0112834	3R	27065090	27069570	-	4481	10	2	5	8	5	1
FBtr0085140	3R	27065188	27069570	-	4383	0	0	0	0	0	0
FBtr0299564	3R	27076370	27082718	+	6349	1277	295	954	2403	804	689
FBtr0331703	3R	27083230	27087278	-	4049	223	55	170	449	176	101
FBtr0085136	3R	27083230	27086119	-	2890	0	0	0	0	0	0
FBtr0085135	3R	27089804	27090630	-	827	257	43	181	524	116	77
FBtr0085103	3R	27093643	27094124	+	482	104	29	64	191	78	67
FBtr0085104	3R	27095033	27095756	+	724	131	21	131	232	148	99
FBtr0310079	3R	27095967	27099179	-	3213	1033	189	607	1673	646	447
FBtr0473592	3R	27101730	27102817	+	1088	43	3	41	89	63	36
FBtr0473591	3R	27101894	27102817	+	924	0	0	0	0	0	0
FBtr0085133	3R	27103088	27105684	-	2597	670	143	420	1328	564	381
FBtr0085132	3R	27108567	27111770	-	3204	0	0	0	0	0	0
FBtr0345216	3R	27108567	27111325	-	2759	0	0	0	0	0	0
FBtr0347412	3R	27108753	27111770	-	3018	0	0	0	0	0	0
FBtr0339262	3R	27113066	27115026	+	1961	525	1065	326	873	2494	2412
FBtr0085131	3R	27115252	27116207	-	956	345	576	182	551	1427	1481
FBtr0085108	3R	27117245	27118432	+	1188	379	100	220	578	274	247
FBtr0085109	3R	27119146	27121490	+	2345	868	167	527	1477	590	419
FBtr0085130	3R	27121718	27124188	-	2471	937	236	542	1708	738	474
FBtr0339264	3R	27124859	27150569	-	25711	91	60	41	140	202	121
FBtr0113297	3R	27125538	27150569	-	25032	0	0	0	0	0	0
FBtr0085110	3R	27152162	27157503	+	5342	207	48	146	451	154	153
FBtr0301707	3R	27152162	27156361	+	4200	0	0	0	0	0	0
FBtr0085111	3R	27158448	27159681	+	1234	293	82	209	545	306	170
FBtr0085114	3R	27161658	27162811	+	1154	370	146	264	812	474	400
FBtr0113383	3R	27163624	27165031	+	1408	428	244	287	778	760	744
FBtr0085116	3R	27166216	27167022	+	807	184	63	125	389	288	250
