# Program:featureCounts v2.0.0; Command:"featureCounts" "-s" "2" "-t" "gbc" "-O" "-g" "transcript_id" "-a" "references/Drosophila_melanogaster.BDGP6.28.99.PROseq.gtf" "-o" "counts.gbc.txt" "bam_dmel6/gd7_2-5_3h_rep1.dmel6.bowtie2.sorted.bam" "bam_dmel6/gd7_2-5_3h_rep2.dmel6.bowtie2.sorted.bam" "bam_dmel6/gd7_4-5_5h_rep1.dmel6.bowtie2.sorted.bam" "bam_dmel6/gd7_4-5_5h_rep2.dmel6.bowtie2.sorted.bam" "bam_dmel6/toll10b_2-5_3h_rep1.dmel6.bowtie2.sorted.bam" "bam_dmel6/toll10b_2-5_3h_rep2.dmel6.bowtie2.sorted.bam" "bam_dmel6/toll10b_4-5_5h_rep1.dmel6.bowtie2.sorted.bam" "bam_dmel6/toll10b_4-5_5h_rep2.dmel6.bowtie2.sorted.bam" "bam_dmel6/toll9_10_2-5_3h_rep1.dmel6.bowtie2.sorted.bam" "bam_dmel6/toll9_10_2-5_3h_rep2.dmel6.bowtie2.sorted.bam" "bam_dmel6/toll9_10_4-5_5h_rep1.dmel6.bowtie2.sorted.bam" "bam_dmel6/toll9_10_4-5_5h_rep2.dmel6.bowtie2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	bam_dmel6/gd7_2-5_3h_rep1.dmel6.bowtie2.sorted.bam	bam_dmel6/gd7_2-5_3h_rep2.dmel6.bowtie2.sorted.bam	bam_dmel6/gd7_4-5_5h_rep1.dmel6.bowtie2.sorted.bam	bam_dmel6/gd7_4-5_5h_rep2.dmel6.bowtie2.sorted.bam	bam_dmel6/toll10b_2-5_3h_rep1.dmel6.bowtie2.sorted.bam	bam_dmel6/toll10b_2-5_3h_rep2.dmel6.bowtie2.sorted.bam	bam_dmel6/toll10b_4-5_5h_rep1.dmel6.bowtie2.sorted.bam	bam_dmel6/toll10b_4-5_5h_rep2.dmel6.bowtie2.sorted.bam	bam_dmel6/toll9_10_2-5_3h_rep1.dmel6.bowtie2.sorted.bam	bam_dmel6/toll9_10_2-5_3h_rep2.dmel6.bowtie2.sorted.bam	bam_dmel6/toll9_10_4-5_5h_rep1.dmel6.bowtie2.sorted.bam	bam_dmel6/toll9_10_4-5_5h_rep2.dmel6.bowtie2.sorted.bam
FBtr0339502	X	6223161	6224020	-	860	167	72	141	138	96	103	114	123	130	157	74	157
FBtr0070877	X	6223161	6224640	-	1480	303	149	260	268	176	196	202	248	246	284	127	286
FBtr0339503	X	6223161	6224616	-	1456	295	140	251	262	170	190	199	244	236	275	127	281
FBtr0307165	X	6226147	6233066	+	6920	1398	636	868	768	825	876	651	666	1170	1077	376	978
FBtr0339696	X	6226436	6236118	+	9683	1774	799	1169	1081	1020	1102	875	891	1491	1374	536	1366
FBtr0339697	X	6226436	6233066	+	6631	1376	625	842	755	802	857	626	638	1150	1047	367	960
FBtr0307164	X	6226441	6235904	+	9464	1747	788	1148	1055	1013	1084	860	877	1470	1353	528	1340
FBtr0112954	X	6237815	6240458	+	2644	16	8	30	18	11	20	10	18	14	14	18	17
FBtr0303341	X	6240845	6254987	-	14143	548	227	345	300	207	265	254	215	409	362	168	343
FBtr0070894	X	6256322	6257496	+	1175	329	169	203	202	215	222	203	202	258	274	120	221
FBtr0070937	X	6257768	6266728	-	8961	346	200	438	383	215	283	396	424	257	227	209	380
FBtr0340027	X	6268297	6274788	+	6492	1350	633	1154	1183	845	912	897	996	1274	1216	544	1464
FBtr0070896	X	6268297	6274884	+	6588	1373	642	1174	1200	853	925	909	1011	1291	1234	552	1481
FBtr0089870	X	6275072	6276224	-	1153	7	6	22	16	16	18	29	13	17	22	12	42
FBtr0345892	X	6276976	6279147	-	2172	515	273	579	535	806	912	742	664	895	937	334	1004
FBtr0070933	X	6277077	6278774	-	1698	387	202	437	406	601	700	565	519	674	743	253	780
FBtr0333520	X	6282137	6283075	-	939	727	568	457	413	485	640	351	326	640	561	159	357
FBtr0340028	X	6284238	6287490	-	3253	284	160	264	232	196	226	205	266	258	262	125	285
FBtr0070930	X	6284571	6287490	-	2920	273	153	254	216	185	220	190	248	253	244	113	265
FBtr0070897	X	6288600	6289462	+	863	99	62	79	83	61	99	68	97	121	113	49	111
FBtr0305495	X	6289570	6290745	-	1176	142	71	104	85	88	104	110	130	122	121	62	146
FBtr0305494	X	6291803	6294077	+	2275	47	31	52	42	36	46	42	45	70	70	26	69
FBtr0070898	X	6291803	6293053	+	1251	22	20	33	24	21	27	17	24	38	39	17	38
FBtr0070926	X	6293206	6293843	-	638	52	20	54	51	28	19	36	23	30	31	12	48
FBtr0070899	X	6295889	6298870	+	2982	313	173	325	281	213	239	280	304	307	310	186	428
FBtr0070925	X	6299154	6300785	-	1632	204	102	174	136	129	148	122	149	173	169	77	161
FBtr0070900	X	6304475	6306645	+	2171	10	8	11	9	5	8	4	5	8	5	9	16
FBtr0112955	X	6309712	6329728	+	20017	173	82	199	82	115	128	119	89	145	105	101	141
FBtr0339771	X	6317921	6329728	+	11808	114	54	137	57	74	76	75	48	93	67	63	87
FBtr0339775	X	6331342	6332928	+	1587	43	31	44	52	20	26	25	31	35	23	15	41
FBtr0330208	X	6331342	6332650	+	1309	40	31	39	48	19	23	22	28	32	22	11	36
FBtr0331395	X	6338262	6343631	+	5370	57	33	45	26	19	33	35	24	42	22	41	43
FBtr0331394	X	6339996	6343631	+	3636	46	24	34	19	14	28	22	22	37	18	30	38
FBtr0070904	X	6341638	6343631	+	1994	14	6	15	10	5	9	11	14	15	6	14	14
FBtr0070905	X	6347603	6349136	+	1534	115	51	243	173	143	174	204	265	139	170	158	386
FBtr0347282	X	6349116	6349901	-	786	303	161	146	190	164	184	120	135	236	250	91	187
FBtr0070924	X	6349424	6349901	-	478	239	133	98	129	105	135	88	90	157	161	54	136
FBtr0070906	X	6351129	6361223	+	10095	3609	2158	3432	3166	2642	3266	2845	3633	3014	2959	1796	3793
FBtr0070907	X	6352782	6361223	+	8442	1341	662	1398	1391	778	982	1006	1062	1220	1218	745	1592
FBtr0070922	X	6363518	6365208	-	1691	7	5	12	6	5	4	9	3	14	10	10	8
FBtr0070909	X	6366449	6370824	+	4376	187	97	319	341	122	175	242	221	175	205	136	269
FBtr0070921	X	6371165	6372415	-	1251	219	116	121	143	104	131	137	150	139	163	74	166
FBtr0332386	X	6423223	6523823	-	100601	644	415	1161	793	480	651	1092	946	719	549	611	873
FBtr0299863	X	6464671	6523823	-	59153	333	215	658	443	254	341	455	388	442	319	360	486
FBtr0331297	X	6465311	6523823	-	58513	330	215	654	439	254	340	451	386	438	317	359	485
FBtr0070912	X	6524964	6526242	+	1279	174	83	185	146	129	156	143	143	128	149	72	194
FBtr0070918	X	6526206	6527388	-	1183	41	28	48	38	35	31	44	53	34	44	26	58
FBtr0070913	X	6529448	6530626	+	1179	10	5	14	15	8	5	9	9	4	8	7	10
FBtr0343329	X	6530997	6532667	-	1671	282	125	462	406	242	286	459	402	265	259	169	396
FBtr0070915	X	6531116	6532848	-	1733	288	120	468	405	237	284	469	410	276	258	177	402
FBtr0343328	X	6531116	6532667	-	1552	263	110	447	382	224	272	442	386	251	244	159	378
FBtr0070916	X	6531116	6532756	-	1641	274	113	459	393	229	275	456	397	261	248	167	386
FBtr0345293	X	6531116	6532049	-	934	170	76	268	253	118	140	229	213	145	141	93	208
FBtr0070914	X	6534499	6538475	+	3977	632	309	520	503	355	423	441	447	547	542	272	652
FBtr0336677	X	6541271	6589073	+	47803	610	358	795	586	411	512	626	687	458	361	384	725
FBtr0112707	X	6541271	6585538	+	44268	588	350	770	570	393	494	603	675	447	347	364	700
FBtr0112703	X	6541271	6554714	+	13444	361	231	498	385	234	280	362	466	248	193	200	441
FBtr0303205	X	6546619	6589073	+	42455	311	152	422	264	205	294	325	279	263	213	240	397
FBtr0345068	X	6546619	6585538	+	38920	289	144	397	248	187	276	302	267	252	199	220	372
FBtr0308093	X	6572423	6589073	+	16651	112	52	159	108	85	100	132	76	104	73	91	130
FBtr0070944	X	6589790	6590546	+	757	10	9	7	6	4	7	5	5	13	10	1	4
FBtr0070945	X	6591276	6596854	+	5579	331	167	594	534	274	283	354	366	334	313	216	474
FBtr0331599	X	6591276	6596530	+	5255	318	161	555	513	265	271	341	345	320	297	203	442
FBtr0070946	X	6597588	6599599	+	2012	60	26	29	21	35	32	21	20	22	32	19	19
FBtr0070947	X	6597683	6599599	+	1917	52	23	25	18	35	28	19	16	18	31	16	19
FBtr0070948	X	6600562	6651998	+	51437	1005	594	1260	1149	2252	2405	1187	1228	1056	990	494	873
FBtr0343375	X	6600562	6652915	+	52354	1009	599	1281	1178	2269	2425	1208	1245	1066	1000	502	886
FBtr0308653	X	6602825	6652915	+	50091	531	340	1219	1127	1815	1984	1098	1102	889	849	455	803
FBtr0308654	X	6634459	6636069	+	1611	15	8	49	37	73	83	49	41	33	27	15	26
FBtr0070993	X	6653213	6653748	-	536	145	72	109	108	78	89	95	114	83	86	58	151
FBtr0070950	X	6655041	6659609	+	4569	513	284	425	415	313	378	309	398	418	436	262	577
FBtr0343377	X	6655179	6659609	+	4431	505	273	414	407	306	364	302	393	406	421	256	564
FBtr0308594	X	6662147	6667528	+	5382	150	81	143	134	98	99	109	113	138	152	72	157
FBtr0070951	X	6662147	6668158	+	6012	166	93	162	153	109	113	115	126	156	171	85	167
FBtr0070991	X	6668639	6673473	-	4835	468	219	350	333	332	332	321	341	398	445	189	502
FBtr0070952	X	6674887	6677076	+	2190	449	219	469	421	385	465	284	337	498	569	296	746
FBtr0070990	X	6677362	6678618	-	1257	373	193	81	90	156	181	95	106	200	219	69	99
FBtr0070953	X	6678924	6681745	+	2822	41	31	133	128	43	66	126	161	54	51	75	169
FBtr0070954	X	6680140	6681745	+	1606	8	10	37	28	6	20	22	33	15	10	16	23
FBtr0070955	X	6682267	6683596	+	1330	15	7	36	33	10	11	21	19	12	7	15	28
FBtr0100420	X	6684298	6686914	+	2617	744	404	360	347	387	485	303	429	559	525	248	501
FBtr0100413	X	6684341	6686914	+	2574	741	401	356	345	385	482	300	427	556	521	247	496
FBtr0100416	X	6684341	6687202	+	2862	843	431	391	387	427	513	343	464	619	591	265	560
FBtr0345295	X	6684855	6686918	+	2064	435	208	232	214	216	283	175	228	340	301	155	311
FBtr0070989	X	6687696	6688274	-	579	69	44	49	34	51	49	36	37	61	50	24	37
FBtr0070988	X	6689396	6694501	-	5106	583	292	789	726	417	524	623	650	560	553	394	1028
FBtr0339491	X	6689420	6694507	-	5088	580	291	792	726	417	524	623	650	560	551	393	1027
FBtr0300772	X	6689420	6694501	-	5082	579	291	788	725	415	523	620	647	558	549	392	1025
FBtr0339492	X	6691782	6694507	-	2726	277	138	442	376	238	301	390	365	290	288	214	567
FBtr0070987	X	6695966	6698003	-	2038	13	16	14	8	16	9	16	9	22	16	12	16
FBtr0310419	X	6696866	6698067	-	1202	12	10	10	4	13	7	12	6	13	10	8	10
FBtr0332894	X	6700008	6717332	+	17325	602	398	1191	1106	364	509	751	773	713	684	528	1403
FBtr0070959	X	6700008	6719289	+	19282	646	419	1300	1227	402	546	830	849	776	745	589	1553
FBtr0332892	X	6709587	6717332	+	7746	289	187	546	479	146	217	322	319	311	298	238	636
FBtr0340268	X	6720104	6730033	-	9930	141	82	130	101	76	119	189	191	120	102	101	126
FBtr0070985	X	6720575	6730033	-	9459	133	81	125	99	73	117	184	186	120	100	98	126
FBtr0070986	X	6720575	6726729	-	6155	39	21	39	31	21	26	61	46	32	27	39	41
FBtr0340265	X	6720575	6739486	-	18912	197	118	203	144	121	166	248	229	194	147	155	178
FBtr0070981	X	6741637	6743738	-	2102	276	134	540	491	267	315	501	504	261	266	214	468
FBtr0345292	X	6741637	6742667	-	1031	164	83	266	268	155	170	247	262	142	134	101	252
FBtr0070983	X	6741637	6743671	-	2035	269	133	529	472	260	305	486	488	253	262	205	449
FBtr0302357	X	6748044	6755652	+	7609	25	19	46	32	24	35	29	23	28	32	30	36
FBtr0070961	X	6756822	6770612	+	13791	1559	692	1552	1332	883	1021	1429	1565	1237	1247	899	2245
FBtr0339464	X	6760237	6770397	+	10161	1107	471	1178	1006	610	742	1054	1156	908	903	670	1830
FBtr0340089	X	6771563	6779159	-	7597	87	56	98	49	58	60	115	123	69	62	104	169
FBtr0070963	X	6771725	6772939	+	1215	57	37	85	53	51	49	53	63	50	70	36	73
FBtr0340087	X	6780890	6803093	-	22204	1396	745	1047	987	802	948	1164	1287	1133	1290	608	1285
FBtr0299794	X	6781516	6800210	-	18695	1085	558	844	789	616	768	898	968	902	1028	472	1030
FBtr0299792	X	6781516	6795078	-	13563	842	440	660	563	493	593	721	771	685	763	357	806
FBtr0334967	X	6781516	6803093	-	21578	1369	732	1019	953	785	935	1141	1265	1113	1250	592	1258
FBtr0300526	X	6781516	6790535	-	9020	618	333	490	418	373	426	537	601	516	558	255	574
FBtr0334968	X	6781516	6794888	-	13373	827	428	654	554	486	584	711	759	677	749	351	797
FBtr0112956	X	6804184	6813420	+	9237	2561	1175	832	810	1098	1272	730	748	1678	1703	429	984
FBtr0308228	X	6804184	6813730	+	9547	2654	1216	862	846	1146	1307	757	760	1723	1769	447	1016
FBtr0070965	X	6804596	6813730	+	9135	2575	1179	822	822	1090	1253	727	728	1677	1707	427	980
FBtr0070966	X	6805485	6813730	+	8246	2382	1093	753	750	1003	1139	681	669	1564	1590	387	914
FBtr0070967	X	6805628	6813730	+	8103	2347	1074	745	731	993	1125	677	660	1533	1566	381	898
FBtr0070968	X	6805885	6813730	+	7846	2251	1032	703	682	948	1075	639	614	1450	1497	356	856
FBtr0070969	X	6814478	6818056	+	3579	71	44	53	30	45	62	49	38	77	66	29	67
FBtr0070974	X	6818278	6820419	-	2142	240	86	354	341	208	274	308	326	269	273	173	423
FBtr0070970	X	6821516	6822740	+	1225	60	30	87	59	53	40	50	47	50	49	36	87
FBtr0343321	X	6824996	6838022	+	13027	1462	784	1183	1071	806	920	922	1037	1171	1206	590	1536
FBtr0070972	X	6824996	6837440	+	12445	1401	742	1142	1027	778	882	882	997	1135	1160	571	1471
FBtr0070973	X	6831497	6832184	-	688	4	0	5	1	0	3	3	5	4	4	5	3
FBtr0343323	X	6838274	6843421	-	5148	40	28	58	32	27	34	54	45	44	33	31	39
FBtr0071042	X	6839532	6843421	-	3890	28	18	42	18	22	23	36	38	35	30	22	28
FBtr0070994	X	6844841	6847747	+	2907	35	24	85	57	28	58	119	89	63	51	51	115
FBtr0071041	X	6847977	6849017	-	1041	44	24	61	46	23	44	38	34	44	58	27	74
FBtr0070995	X	6850270	6851784	+	1515	195	105	117	107	105	147	144	117	133	166	70	166
FBtr0345899	X	6852009	6866694	-	14686	3724	1928	343	270	905	1147	445	506	795	1012	262	418
FBtr0345897	X	6864388	6876090	+	11703	7059	4182	3543	3799	4046	4787	3092	4069	6053	6366	2961	4696
FBtr0345896	X	6864603	6876090	+	11488	7055	4180	3540	3798	4046	4786	3092	4068	6053	6361	2959	4694
FBtr0345898	X	6868727	6881480	+	12754	7472	3924	3300	3351	4011	4705	2630	2830	6191	6350	1898	4454
FBtr0330266	X	6869008	6881480	+	12473	7346	3823	3224	3290	3923	4601	2582	2758	6064	6213	1848	4386
FBtr0330262	X	6869008	6874816	+	5809	3937	2035	1670	1690	2093	2433	1283	1493	3258	3302	857	2214
FBtr0330261	X	6869008	6876090	+	7083	4533	2363	1916	1976	2412	2808	1501	1704	3730	3863	1016	2560
FBtr0330264	X	6869008	6879995	+	10988	6667	3454	2919	2957	3562	4216	2280	2469	5492	5574	1590	3898
FBtr0330267	X	6876486	6881480	+	4995	2735	1409	1249	1263	1453	1716	1045	1012	2255	2248	804	1756
FBtr0330265	X	6876486	6880402	+	3917	2251	1159	1039	1018	1198	1461	820	796	1833	1781	620	1383
FBtr0330263	X	6876486	6880329	+	3844	2230	1143	1024	1013	1185	1448	812	788	1816	1762	608	1366
FBtr0345906	X	6908777	6968729	+	59953	701	382	424	228	430	547	659	539	544	454	323	354
FBtr0304108	X	6908777	6966844	+	58068	680	370	389	219	416	523	642	524	527	427	287	333
FBtr0071039	X	6958132	6968250	-	10119	252	121	228	178	139	157	162	161	225	210	122	235
FBtr0071003	X	6970418	6972165	+	1748	14	10	10	9	10	6	8	6	7	11	11	9
FBtr0071038	X	6972424	6972893	-	470	47	17	35	16	38	41	27	30	43	40	15	37
FBtr0309873	X	6973720	6990818	-	17099	3535	2148	2642	2748	2650	3095	2209	2874	3193	3211	1549	3338
FBtr0309874	X	6974134	6985168	-	11035	2972	1802	2284	2376	2318	2679	1868	2461	2753	2792	1317	2901
FBtr0071036	X	6974134	6981183	-	7050	1471	718	1245	1259	1315	1505	882	973	1451	1554	559	1381
FBtr0309875	X	6974134	6977310	-	3177	701	343	589	623	602	620	401	451	681	680	253	648
FBtr0071037	X	6974134	6980494	-	6361	1342	646	1128	1126	1144	1292	783	861	1290	1362	507	1239
FBtr0071035	X	6991712	6993112	-	1401	34	17	22	14	15	29	14	11	19	24	6	14
FBtr0071006	X	6999172	7004051	+	4880	5007	2402	1862	1957	3157	3761	1369	1506	4888	5197	943	2361
FBtr0071005	X	6999172	7003395	+	4224	4818	2287	1758	1852	3039	3608	1316	1432	4686	4864	854	2242
FBtr0301860	X	6999172	7000403	+	1232	2088	975	752	757	1411	1594	530	594	2001	1914	306	883
FBtr0332315	X	7009106	7010645	-	1540	183	115	114	112	86	122	105	106	138	154	53	127
FBtr0071033	X	7009411	7010645	-	1235	127	84	88	84	55	94	84	84	106	117	39	96
FBtr0071032	X	7012339	7013162	-	824	24	10	8	3	6	5	3	6	11	16	4	10
FBtr0345908	X	7012339	7013381	-	1043	26	14	10	6	7	5	5	9	15	18	5	13
FBtr0071009	X	7014387	7014909	+	523	122	59	102	79	87	91	64	74	106	97	38	82
FBtr0343324	X	7021708	7065552	-	43845	900	506	615	409	402	471	427	316	680	729	458	422
FBtr0300760	X	7022485	7065552	-	43068	896	501	609	408	401	463	424	314	677	727	457	417
FBtr0071010	X	7041103	7041669	+	567	1232	662	21	15	957	1091	11	11	1001	920	7	12
FBtr0071013	X	7069913	7072589	+	2677	19	4	21	7	6	14	15	5	19	16	15	14
FBtr0071014	X	7070436	7072589	+	2154	17	3	16	6	4	12	13	5	18	14	9	10
FBtr0331258	X	7074650	7092383	-	17734	18654	8278	4160	4288	6826	7804	3570	3605	15781	15459	2263	5048
FBtr0331251	X	7075765	7097553	-	21789	24452	11132	5866	5973	9355	10732	4911	5157	20373	20030	3112	6825
FBtr0331266	X	7076810	7092383	-	15574	17967	7936	3848	3983	6465	7428	3280	3348	15099	14749	2091	4614
FBtr0331256	X	7076810	7097553	-	20744	23844	10823	5609	5733	9030	10413	4683	4949	19781	19420	2970	6489
FBtr0331247	X	7077971	7097553	-	19583	23155	10430	5411	5474	8762	10080	4523	4753	19140	18802	2838	6184
FBtr0331250	X	7083021	7097268	-	14248	18602	8255	4187	4200	6992	8110	3522	3624	15084	14731	2120	4667
FBtr0331262	X	7083021	7097553	-	14533	18760	8342	4274	4294	7077	8228	3606	3718	15242	14953	2167	4776
FBtr0331263	X	7083021	7096566	-	13546	17903	7895	3872	3886	6624	7744	3249	3321	14491	14090	1958	4333
FBtr0331257	X	7083021	7092383	-	9363	12883	5455	2513	2544	4512	5243	2203	2117	10560	10282	1288	2901
FBtr0331265	X	7084264	7097553	-	13290	17750	7793	4054	4023	6740	7791	3361	3542	14219	13856	2027	4515
FBtr0331261	X	7084264	7092383	-	8120	11873	4906	2293	2273	4175	4806	1958	1941	9537	9185	1148	2640
FBtr0071020	X	7098678	7101800	-	3123	130	62	240	205	79	99	146	179	138	124	136	317
FBtr0071019	X	7102655	7103991	-	1337	68	43	107	93	41	71	78	113	80	74	57	127
FBtr0071015	X	7105385	7106245	+	861	40	32	61	73	26	25	62	50	42	39	35	77
FBtr0071018	X	7106372	7109821	-	3450	160	90	346	315	121	134	260	259	189	203	212	416
FBtr0301240	X	7138223	7241832	+	103610	1108	687	1798	1298	1127	1562	3420	3518	1607	1262	1913	4121
FBtr0339815	X	7138223	7241438	+	103216	1104	686	1793	1292	1123	1553	3382	3489	1601	1256	1896	4080
FBtr0309030	X	7196529	7241832	+	45304	557	356	1345	1005	820	1168	3024	3109	1131	900	1569	3681
FBtr0474235	X	7226955	7241438	+	14484	111	77	447	315	300	459	1442	1301	395	362	703	1911
FBtr0089712	X	7281189	7285695	-	4507	601	299	850	830	549	633	844	886	722	701	436	1046
FBtr0303415	X	7281189	7405297	-	124109	3565	2048	3257	2919	2844	3400	3656	3804	4467	4215	2696	4990
FBtr0339819	X	7281189	7284377	-	3189	438	229	617	606	386	457	587	593	529	505	337	739
FBtr0303414	X	7286858	7288017	+	1160	23	7	101	74	24	35	62	90	33	32	63	119
FBtr0071047	X	7287151	7288017	+	867	8	3	39	23	8	12	20	19	15	12	15	54
FBtr0346619	X	7288467	7290798	-	2332	411	185	272	298	281	327	229	230	374	458	183	328
FBtr0071066	X	7288780	7290798	-	2019	367	163	244	268	252	300	212	214	333	409	160	297
FBtr0071048	X	7308439	7311032	+	2594	22	25	54	48	1133	1554	968	1033	3203	3071	678	1965
FBtr0071065	X	7314722	7323270	-	8549	151	91	233	185	235	338	532	493	575	600	494	1168
FBtr0071049	X	7324714	7328706	+	3993	672	332	437	394	448	477	401	407	631	726	216	498
FBtr0071051	X	7329546	7331155	+	1610	153	68	124	132	86	114	100	86	161	165	56	165
FBtr0329894	X	7337852	7342631	+	4780	445	296	1082	1035	709	859	998	996	1289	1400	571	1420
FBtr0071053	X	7338206	7342631	+	4426	407	279	992	959	649	788	894	903	1214	1291	525	1294
FBtr0339816	X	7346359	7347006	-	648	4	3	3	2	1	0	5	0	3	5	4	7
FBtr0071054	X	7359296	7359958	+	663	1	1	6	0	1	3	1	1	3	2	4	1
FBtr0071063	X	7401798	7402674	-	877	5	8	8	2	2	8	9	2	5	6	4	3
FBtr0071057	X	7419094	7421539	+	2446	14	4	16	6	4	8	13	10	15	13	10	15
FBtr0345910	X	7419094	7422042	+	2949	15	7	18	9	5	9	14	12	18	16	10	18
FBtr0071083	X	7508751	7547492	-	38742	219	150	283	146	131	171	157	116	212	160	181	194
FBtr0304870	X	7535725	7536459	-	735	3	3	5	1	3	0	5	4	1	0	3	2
FBtr0071067	X	7574790	7576667	+	1878	10	9	16	8	6	16	12	3	12	9	14	13
FBtr0331733	X	7608928	7678759	+	69832	666	409	1357	1087	481	560	1171	927	1008	848	1002	2191
FBtr0071068	X	7609648	7678159	+	68512	659	404	1339	1075	474	551	1142	913	996	836	982	2152
FBtr0305134	X	7632722	7678159	+	45438	422	264	857	687	306	358	742	580	656	556	601	1376
FBtr0310287	X	7682438	7708885	-	26448	578	369	953	862	921	1000	1790	2041	484	414	502	1049
FBtr0333203	X	7683558	7694418	-	10861	100	56	368	341	220	237	654	661	128	113	188	432
FBtr0112946	X	7683558	7704463	-	20906	256	147	724	628	480	516	1227	1252	259	239	397	793
FBtr0071079	X	7684987	7696204	-	11218	120	61	402	347	233	256	657	672	141	119	209	436
FBtr0071078	X	7712883	7717432	-	4550	23	16	36	22	23	28	26	21	32	26	27	37
FBtr0300836	X	7712883	7714616	-	1734	14	12	20	12	11	19	15	9	22	18	10	16
FBtr0071070	X	7722619	7725817	+	3199	119	45	167	128	57	81	156	170	109	113	94	209
FBtr0071077	X	7726096	7727861	-	1766	272	139	259	247	185	184	195	210	270	251	141	327
FBtr0071071	X	7729255	7731629	+	2375	182	110	283	230	137	164	173	217	217	191	115	346
FBtr0307273	X	7731879	7734151	-	2273	363	175	260	239	209	201	216	250	299	277	114	279
FBtr0071076	X	7731879	7733938	-	2060	312	155	211	202	179	167	179	204	254	232	97	238
FBtr0071072	X	7735423	7736379	+	957	330	171	190	121	27	41	30	29	251	254	92	171
FBtr0307272	X	7735423	7736656	+	1234	442	229	234	181	35	51	36	33	330	329	126	229
FBtr0333748	X	7737393	7739878	+	2486	590	330	459	422	365	428	532	584	451	536	240	532
FBtr0071074	X	7737393	7739472	+	2080	549	308	421	367	344	395	488	535	426	501	215	481
FBtr0071073	X	7737861	7739472	+	1612	273	136	212	177	164	153	246	235	208	273	95	246
FBtr0071075	X	7765482	7766726	+	1245	11	6	17	5	6	2	8	3	6	6	9	6
FBtr0332490	X	7778705	7779270	+	566	2	1	3	2	0	2	3	2	5	1	0	0
FBtr0300019	X	7826697	7840585	+	13889	67	37	84	34	55	77	53	32	60	30	67	57
FBtr0343348	X	7826697	7842579	+	15883	93	49	115	47	69	92	70	39	85	45	83	76
FBtr0071150	X	7852581	7853744	-	1164	6	2	4	4	6	3	5	3	10	4	3	4
FBtr0336957	X	7865048	7866468	-	1421	7	1	7	4	1	8	4	1	3	3	2	10
FBtr0310269	X	7867261	7872722	-	5462	34	16	51	16	18	26	24	21	21	19	29	34
FBtr0071145	X	7867299	7872722	-	5424	32	14	50	16	18	23	24	20	21	19	28	34
FBtr0309827	X	7874894	7876747	+	1854	15	9	22	15	6	17	3	1	12	6	12	13
FBtr0299674	X	7877063	7878336	-	1274	10	10	19	11	14	6	10	9	11	8	19	11
FBtr0299673	X	7879900	7881179	-	1280	8	3	5	3	4	4	7	4	9	5	4	4
FBtr0299672	X	7882039	7883526	-	1488	11	3	25	17	3	9	7	7	11	6	9	14
FBtr0071088	X	7885160	7886876	+	1717	8	5	10	6	5	3	5	5	10	6	13	9
FBtr0345982	X	7887230	7888285	-	1056	44	21	25	27	20	24	20	18	58	45	19	25
FBtr0071143	X	7887369	7888285	-	917	43	20	24	25	19	23	19	17	57	45	19	22
FBtr0071142	X	7889166	7891146	-	1981	898	415	442	374	281	369	155	155	864	838	192	406
FBtr0340162	X	7894531	7896891	+	2361	598	285	375	350	287	373	348	305	576	493	198	477
FBtr0071089	X	7894531	7896686	+	2156	561	273	354	316	268	353	324	288	537	459	169	449
FBtr0071136	X	7899724	7900831	-	1108	246	141	216	203	194	236	214	263	248	230	108	218
FBtr0071090	X	7902380	7903543	+	1164	125	69	242	213	128	155	218	227	142	153	91	240
FBtr0307270	X	7903804	7907786	-	3983	24	16	45	23	12	17	18	31	32	24	21	35
FBtr0071134	X	7905747	7907314	-	1568	6	8	20	7	6	6	1	12	15	18	7	9
FBtr0071091	X	7909431	7911785	+	2355	30	11	49	43	31	35	92	68	32	24	50	82
FBtr0340148	X	7912589	7918344	+	5756	318	158	304	294	177	205	242	247	235	261	173	378
FBtr0071092	X	7912589	7917340	+	4752	276	133	258	243	155	180	216	214	201	219	149	310
FBtr0071133	X	7918617	7919631	-	1015	10	4	6	4	5	11	4	7	9	5	4	4
FBtr0071093	X	7920909	7921866	+	958	49	19	118	79	49	52	77	103	52	62	42	96
FBtr0071132	X	7922258	7930882	-	8625	1044	583	773	781	778	872	773	687	785	818	338	807
FBtr0344137	X	7924239	7930882	-	6644	908	491	639	645	673	765	644	573	650	673	282	648
FBtr0331433	X	7931845	7932851	-	1007	206	113	118	107	123	147	104	96	146	170	65	148
FBtr0071131	X	7931845	7932832	-	988	205	111	113	106	122	145	100	95	144	166	63	146
FBtr0331298	X	7936396	7953783	+	17388	1899	1026	2142	1865	1473	1736	1271	1506	2006	1969	1061	2241
FBtr0071129	X	7941578	7946408	-	4831	125	73	298	307	78	103	200	185	129	121	103	231
FBtr0071130	X	7941578	7944185	-	2608	61	35	168	159	38	51	96	96	74	57	43	127
FBtr0071127	X	7953952	7955490	-	1539	30	15	23	25	8	25	12	9	27	29	24	27
FBtr0301675	X	7956920	7967736	-	10817	768	400	459	405	432	535	364	402	616	726	288	569
FBtr0071126	X	7956920	7958869	-	1950	140	90	86	81	79	97	79	68	96	134	46	90
FBtr0301679	X	7964524	7985985	+	21462	1428	937	1113	829	1006	1249	1524	1579	1093	1042	830	1320
