# Program:featureCounts v2.0.0; Command:"featureCounts" "-F" "SAF" "-T" "5" "-a" "Genrich/zld.genrich.encode.narrowPeak.merged.SAF" "-o" "ChIPseq/zld.featureCount.count.tab.txt" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_zld_rep1.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_zld_rep2.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_zld_rep1.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_zld_rep2.dm6.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_1_R1.dmel.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep4.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep5.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep3.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep2.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Tol10b_WCE_rep4.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep2.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep1.dm6.bowtie2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	./Zetlinger_ChIP-mapped/bam_dm6/gd7_zld_rep1.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_zld_rep2.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_zld_rep1.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_zld_rep2.dm6.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_1_R1.dmel.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep4.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep5.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep3.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep2.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Tol10b_WCE_rep4.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep2.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep1.dm6.bowtie2.sorted.bam
Region5652	chrX	395737	396242	.	506	710	1533	1568	4468	71	108	157	128	8	24	12	95	83
Region5653	chrX	399576	400073	.	498	330	481	743	3484	63	98	158	113	5	27	17	78	46
Region5654	chrX	407531	407755	.	225	288	298	434	307	26	58	51	41	0	14	7	33	14
Region5655	chrX	409304	410030	.	727	1154	2280	2040	6354	83	161	248	223	18	48	25	124	71
Region5656	chrX	417077	417625	.	549	418	859	488	1761	70	88	110	137	13	23	13	90	48
Region5657	chrX	457019	457337	.	319	174	277	382	671	39	67	163	111	2	21	17	53	41
Region5658	chrX	466176	466448	.	273	142	300	217	705	49	58	86	80	1	22	8	39	32
Region5659	chrX	469794	470023	.	230	129	261	182	375	35	51	52	62	4	17	10	44	35
Region5660	chrX	487493	487952	.	460	845	1364	1753	1207	55	89	92	100	5	14	15	57	38
Region5661	chrX	521765	522070	.	306	95	193	247	599	43	73	73	76	10	12	5	56	23
Region5662	chrX	522308	522727	.	420	397	640	563	1166	45	84	148	173	11	16	15	61	43
Region5663	chrX	523101	523416	.	316	164	498	314	627	38	75	123	84	7	18	13	61	37
Region5664	chrX	526668	527196	.	529	357	699	649	816	59	100	138	132	7	24	18	76	31
Region5665	chrX	528817	529481	.	665	942	1841	918	1780	89	113	347	211	13	37	31	103	65
Region5666	chrX	529738	530345	.	608	971	987	1257	807	75	114	189	187	7	25	20	89	65
Region5667	chrX	576265	576576	.	312	143	184	320	380	44	61	104	125	6	20	11	58	41
Region5668	chrX	583937	584613	.	677	248	440	792	2506	71	119	181	241	12	37	25	106	72
Region5669	chrX	586161	586540	.	380	167	411	276	498	32	76	111	100	3	17	12	60	37
Region5670	chrX	587841	588082	.	242	110	164	189	462	33	44	91	117	2	10	8	38	21
Region5671	chrX	588935	589263	.	329	344	579	733	1381	33	60	115	57	4	14	8	48	27
Region5672	chrX	590387	591119	.	733	1603	3023	3022	4661	76	118	293	319	17	44	26	138	75
Region5673	chrX	592539	593401	.	863	670	1335	2285	7450	99	142	297	226	15	38	31	139	80
Region5674	chrX	595646	595997	.	352	225	550	278	734	43	59	149	121	7	27	13	72	39
Region5675	chrX	616908	617204	.	297	211	301	465	447	34	69	102	89	9	10	8	73	38
Region5676	chrX	617458	617751	.	294	354	544	489	598	45	68	112	111	1	17	17	52	21
Region5677	chrX	620115	620356	.	242	169	363	274	296	33	48	81	87	3	15	9	25	23
Region5678	chrX	621043	621708	.	666	891	1017	2555	1345	94	125	236	174	6	37	19	75	65
Region5679	chrX	629329	629582	.	254	240	342	347	384	38	60	78	77	6	15	6	50	23
Region5680	chrX	635794	636168	.	375	220	362	415	474	52	80	80	77	12	16	9	63	30
Region5681	chrX	636975	637346	.	372	276	440	515	697	44	82	142	156	10	16	10	71	30
Region5682	chrX	647190	647534	.	345	289	404	463	451	40	94	103	135	7	18	14	61	53
Region5683	chrX	654178	654604	.	427	183	294	322	445	37	77	135	145	4	28	16	73	48
Region5684	chrX	655585	656429	.	845	569	905	1037	1212	87	174	240	264	25	54	32	163	90
Region5685	chrX	686638	687994	.	1357	1017	2115	1590	3394	138	260	417	365	16	88	38	176	128
Region5686	chrX	693344	693822	.	479	555	1285	1335	2918	62	96	162	161	14	29	16	79	57
Region5687	chrX	695196	695465	.	270	33	42	156	461	41	50	59	51	3	22	5	46	11
Region5688	chrX	718981	719422	.	442	101	172	517	1040	39	69	130	131	14	31	18	76	31
Region5689	chrX	758846	759691	.	846	819	1106	1191	1234	87	158	244	204	17	44	17	140	92
Region5690	chrX	763477	763975	.	499	213	435	635	845	62	77	208	126	3	35	14	62	61
Region5691	chrX	764956	765365	.	410	924	1133	1480	1242	58	87	152	125	10	21	8	70	50
Region5692	chrX	766091	766385	.	295	220	361	205	290	36	65	116	65	3	14	15	34	15
Region5693	chrX	774388	774633	.	246	219	383	419	468	31	50	104	91	3	18	7	33	28
Region5694	chrX	793056	793223	.	168	146	327	270	306	30	37	122	70	8	15	8	44	23
Region5695	chrX	796415	796740	.	326	268	388	342	497	44	63	104	89	3	30	9	50	39
Region5696	chrX	801340	801918	.	579	436	558	689	590	86	107	172	183	13	32	26	78	56
Region5697	chrX	805911	806316	.	406	478	902	727	748	51	74	185	146	16	31	12	62	36
Region5698	chrX	836476	836692	.	217	158	189	175	262	25	44	73	58	0	16	11	38	35
Region5699	chrX	927441	927699	.	259	174	249	315	253	40	65	89	79	1	15	5	42	30
Region5700	chrX	927984	928223	.	240	249	277	406	336	26	59	63	61	6	9	13	34	16
Region5701	chrX	935019	935810	.	792	1140	1457	1637	1663	89	152	343	210	13	31	16	101	76
Region5702	chrX	940683	940985	.	303	314	476	489	473	42	53	117	113	9	16	17	35	42
Region5703	chrX	1026590	1026895	.	306	233	453	552	415	35	74	106	76	5	12	14	37	22
Region5704	chrX	1033163	1033330	.	168	194	246	198	226	20	37	43	72	8	8	4	28	21
Region5705	chrX	1134064	1134355	.	292	162	414	306	444	35	69	105	61	2	18	9	47	34
Region5706	chrX	1134786	1135467	.	682	942	1484	1709	1262	72	129	231	227	8	35	12	98	62
Region5707	chrX	1209705	1210050	.	346	190	424	273	438	35	65	108	123	2	20	10	62	39
Region5708	chrX	1215077	1215278	.	202	202	255	318	312	28	52	38	45	1	7	6	28	19
Region5709	chrX	1226013	1226330	.	318	280	550	464	630	35	50	162	82	4	9	10	38	32
Region5710	chrX	1232436	1233326	.	891	373	760	1127	2535	75	133	350	267	18	46	30	114	96
Region5711	chrX	1233578	1234430	.	853	531	1058	736	1922	85	150	326	340	7	43	37	141	99
Region5712	chrX	1234736	1235162	.	427	182	368	318	678	55	100	159	121	9	14	10	53	50
Region5713	chrX	1236450	1236876	.	427	395	649	604	786	45	84	132	116	10	29	20	98	43
Region5714	chrX	1239592	1239960	.	369	183	215	288	322	31	88	160	112	1	18	16	41	44
Region5715	chrX	1286222	1286416	.	195	226	239	250	170	24	38	61	85	10	17	4	39	21
Region5716	chrX	1322252	1322548	.	297	406	491	714	585	27	50	100	59	2	19	8	40	27
Region5717	chrX	1375383	1375614	.	232	229	346	307	409	41	41	99	75	0	13	6	32	21
Region5718	chrX	1392887	1393165	.	279	313	475	405	483	34	65	82	82	4	17	9	36	24
Region5719	chrX	1398972	1400002	.	1031	1228	1093	2266	1288	91	139	373	193	10	42	20	96	69
Region5720	chrX	1465772	1466099	.	328	139	163	359	361	40	54	102	46	8	16	5	30	21
Region5721	chrX	1476901	1477195	.	295	282	369	458	453	58	62	89	72	6	14	13	37	24
Region5722	chrX	1478452	1478772	.	321	333	344	491	455	38	60	108	84	4	9	13	39	30
Region5723	chrX	1482897	1483609	.	713	847	1391	1479	1514	86	150	275	230	9	37	23	109	59
Region5724	chrX	1512812	1513112	.	301	418	552	548	519	45	62	86	84	8	11	9	51	37
Region5725	chrX	1695772	1696016	.	245	143	303	214	330	35	63	76	50	3	14	9	33	24
Region5726	chrX	1772601	1772974	.	374	960	1470	1085	1154	36	91	76	92	11	11	15	39	44
Region5727	chrX	1823739	1824527	.	789	819	1850	1159	3390	101	133	221	204	18	45	25	96	93
Region5728	chrX	1861650	1861874	.	225	136	210	257	279	27	56	104	102	0	20	10	26	22
Region5729	chrX	1865735	1865982	.	248	292	437	574	442	33	72	59	73	1	21	10	22	21
Region5730	chrX	1873363	1874144	.	782	613	1121	1024	981	84	139	258	149	15	44	24	84	70
Region5731	chrX	1889496	1890063	.	568	256	296	377	438	71	124	243	86	0	29	26	62	51
Region5732	chrX	1899099	1899997	.	899	892	1446	1441	2951	113	170	319	272	25	51	30	147	96
Region5733	chrX	1922770	1923139	.	370	872	1029	1384	832	49	80	150	148	5	17	7	56	34
Region5734	chrX	1927466	1928446	.	981	1009	1478	1840	1673	120	211	325	367	14	61	29	149	95
Region5735	chrX	1930861	1931129	.	269	348	328	740	544	95	118	212	184	8	25	26	47	39
Region5736	chrX	1937819	1938090	.	272	323	300	737	557	92	115	190	143	7	25	22	37	35
Region5737	chrX	1939784	1940471	.	688	1159	1275	2267	1254	77	130	204	166	9	35	22	99	57
Region5738	chrX	1947945	1948274	.	330	223	383	274	320	36	65	85	82	2	21	12	52	35
Region5739	chrX	1952931	1953280	.	350	1533	1490	1699	1051	39	68	139	110	8	30	8	50	43
Region5740	chrX	2010199	2010426	.	228	142	291	219	379	33	65	99	94	5	13	8	28	23
Region5741	chrX	2012066	2012382	.	317	359	701	537	938	45	76	125	93	5	22	3	50	32
Region5742	chrX	2012615	2013222	.	608	441	798	633	1041	72	103	304	296	16	44	27	111	73
Region5743	chrX	2073383	2073626	.	244	255	332	419	348	36	42	97	78	1	14	5	34	30
Region5744	chrX	2076750	2077082	.	333	310	515	740	631	43	71	97	88	2	15	4	52	40
Region5745	chrX	2080351	2080742	.	392	816	873	1167	963	54	88	73	81	9	18	20	61	39
Region5746	chrX	2094041	2094296	.	256	583	542	898	490	40	52	69	63	8	22	6	44	31
Region5747	chrX	2122732	2122941	.	210	147	223	167	374	37	51	80	76	7	16	8	37	27
Region5748	chrX	2123169	2124052	.	884	1816	3073	3149	4472	85	149	261	267	18	46	18	123	77
Region5749	chrX	2124289	2124788	.	500	443	723	801	1007	57	83	82	127	2	19	17	57	37
Region5750	chrX	2125480	2125882	.	403	622	1257	1060	1485	39	79	118	101	10	17	14	69	39
Region5751	chrX	2133819	2134328	.	510	345	857	469	1517	46	90	110	115	8	25	19	82	45
Region5752	chrX	2135463	2135813	.	351	279	623	349	842	40	82	94	88	5	18	8	58	40
Region5753	chrX	2136692	2138187	.	1496	2001	3857	3725	6041	172	292	428	415	17	91	41	217	137
Region5754	chrX	2138484	2138857	.	374	532	858	654	1057	61	82	106	121	7	23	17	71	37
Region5755	chrX	2140577	2140843	.	267	318	501	327	470	30	79	64	57	6	15	9	64	26
Region5756	chrX	2142252	2142680	.	429	580	974	578	1323	46	63	165	124	8	17	15	64	33
Region5757	chrX	2146261	2146612	.	352	311	573	335	681	41	71	125	84	3	25	9	44	39
Region5758	chrX	2149343	2149791	.	449	415	695	558	778	60	90	129	102	5	24	11	65	48
Region5759	chrX	2155886	2156232	.	347	510	671	1038	823	32	59	145	125	13	17	14	53	39
Region5760	chrX	2158931	2159172	.	242	203	389	334	352	41	68	80	86	5	16	6	46	37
Region5761	chrX	2184392	2184994	.	603	447	630	972	678	70	120	193	132	8	24	17	85	63
Region5762	chrX	2221656	2221875	.	220	207	302	336	331	26	41	77	65	8	11	10	43	27
Region5763	chrX	2225369	2226002	.	634	782	1257	908	2158	84	89	322	189	9	41	26	92	81
Region5764	chrX	2262402	2263039	.	638	886	867	1877	1004	79	108	168	159	8	35	6	75	48
Region5765	chrX	2270634	2271009	.	376	563	840	745	1042	62	106	122	133	4	25	9	95	38
Region5766	chrX	2274944	2275198	.	255	209	342	330	466	42	65	70	62	7	15	7	39	27
Region5767	chrX	2293266	2293616	.	351	314	894	499	1315	49	66	130	74	9	23	13	67	41
Region5768	chrX	2295627	2295898	.	272	139	265	309	427	40	75	81	84	4	18	9	44	22
Region5769	chrX	2303625	2304027	.	403	233	394	574	1130	30	83	139	132	5	24	15	58	45
Region5770	chrX	2305868	2306189	.	322	323	677	443	1213	28	74	132	147	9	21	13	53	26
Region5771	chrX	2307558	2307775	.	218	191	332	244	375	26	45	102	71	5	7	9	35	27
Region5772	chrX	2308480	2308798	.	319	193	274	246	505	37	64	127	123	5	15	12	57	34
Region5773	chrX	2317532	2317788	.	257	119	245	236	403	29	49	115	80	8	14	18	47	23
Region5774	chrX	2319813	2320183	.	371	262	627	510	984	41	69	164	168	7	17	9	66	31
Region5775	chrX	2333820	2334342	.	523	330	399	680	551	61	95	194	196	8	28	20	86	55
Region5776	chrX	2339995	2340642	.	648	442	682	548	725	68	125	133	147	18	28	22	70	51
Region5777	chrX	2386580	2387103	.	524	289	460	448	1053	57	103	139	128	5	24	19	83	55
Region5778	chrX	2387519	2388583	.	1065	1080	2095	1758	2934	101	197	319	258	19	67	45	155	96
Region5779	chrX	2399615	2399877	.	263	184	478	141	162	26	41	60	44	4	18	3	24	23
Region5780	chrX	2408233	2409091	.	859	837	1566	1063	1437	99	150	190	191	4	33	23	111	73
Region5781	chrX	2419565	2419841	.	277	321	374	421	307	38	60	50	35	3	7	8	25	20
Region5782	chrX	2427943	2429328	.	1386	1925	3314	2985	6939	135	215	582	414	19	77	41	203	145
Region5783	chrX	2430605	2431577	.	973	492	701	867	3094	83	154	216	215	16	41	27	120	79
Region5784	chrX	2432838	2433089	.	252	67	106	180	519	33	58	91	97	3	11	13	34	31
Region5785	chrX	2437045	2437568	.	524	139	135	395	936	54	89	167	137	7	24	22	78	52
Region5786	chrX	2438194	2439012	.	819	575	915	777	2246	95	142	242	163	12	37	28	82	64
Region5787	chrX	2443908	2444116	.	209	270	444	356	481	40	39	63	54	10	15	8	42	18
Region5788	chrX	2447877	2448406	.	530	267	406	400	711	62	110	186	160	3	37	15	72	55
Region5789	chrX	2465568	2466270	.	703	883	2084	731	1417	64	111	254	212	20	38	23	86	82
Region5790	chrX	2517986	2518220	.	235	173	277	472	415	26	30	58	62	1	13	5	25	14
Region5791	chrX	2545397	2545681	.	285	164	222	312	277	30	40	133	70	3	17	6	26	14
Region5792	chrX	2585725	2586149	.	425	259	289	472	368	40	75	111	124	9	19	11	57	38
Region5793	chrX	2588375	2588732	.	358	324	467	561	551	49	70	124	90	4	13	8	37	28
Region5794	chrX	2624655	2624906	.	252	404	517	530	371	27	42	61	43	5	7	5	19	17
Region5795	chrX	2633819	2634058	.	240	383	577	495	392	39	62	44	42	7	10	3	37	21
Region5796	chrX	2636919	2637183	.	265	205	294	248	354	38	51	126	71	5	13	6	44	28
Region5797	chrX	2646521	2646719	.	199	116	95	188	324	36	46	77	38	1	4	7	26	11
Region5798	chrX	2690463	2690706	.	244	205	340	165	108	19	46	112	55	0	10	5	19	22
Region5799	chrX	2703910	2704126	.	217	177	176	362	187	25	49	55	36	2	11	9	20	24
Region5800	chrX	2704534	2704766	.	233	141	220	293	225	23	52	56	63	5	12	7	38	22
Region5801	chrX	2713906	2714153	.	248	313	336	515	382	28	64	67	69	8	12	7	36	26
Region5802	chrX	2721726	2722071	.	346	99	102	357	452	40	36	153	96	6	12	10	24	28
Region5803	chrX	2727674	2727960	.	287	169	248	238	352	45	55	170	77	3	14	8	43	25
Region5804	chrX	2731910	2732670	.	761	1185	1236	2359	1498	92	146	238	196	4	31	17	80	84
Region5805	chrX	2738687	2738986	.	300	1089	1328	2622	1414	34	79	86	67	1	14	6	44	18
Region5806	chrX	2973738	2973963	.	226	160	368	184	347	21	63	93	70	4	11	6	34	18
Region5807	chrX	2982352	2983046	.	695	276	571	433	1359	76	119	149	138	7	37	16	85	75
Region5808	chrX	2984886	2985949	.	1064	724	1576	864	2835	94	176	287	243	9	35	25	93	77
Region5809	chrX	2988365	2988797	.	433	285	526	225	512	47	49	173	156	5	16	19	60	43
Region5810	chrX	3134550	3135363	.	814	2269	3020	3194	3318	101	195	291	238	17	52	35	137	73
Region5811	chrX	3135574	3135861	.	288	204	451	283	533	24	67	131	62	3	8	5	38	27
Region5812	chrX	3136353	3136869	.	517	715	1379	1136	2057	62	109	212	154	14	29	22	73	64
Region5813	chrX	3137811	3138248	.	438	239	624	482	1019	44	88	102	124	5	24	8	70	46
Region5814	chrX	3139233	3139597	.	365	258	505	382	813	45	73	99	108	9	18	6	55	24
Region5815	chrX	3142157	3142313	.	157	48	82	173	271	21	25	38	49	2	8	5	20	17
Region5816	chrX	3152173	3152777	.	605	439	957	600	1531	64	111	155	129	12	33	18	86	36
Region5817	chrX	3162153	3163270	.	1118	2147	3164	4373	5455	117	200	339	246	18	42	27	130	89
Region5818	chrX	3173093	3173375	.	283	404	516	763	485	36	52	54	49	5	13	3	28	23
Region5819	chrX	3178530	3178794	.	265	415	405	873	673	82	82	177	161	13	23	16	35	35
Region5820	chrX	3185615	3185900	.	286	407	375	830	704	84	130	194	209	12	26	21	43	31
Region5821	chrX	3343827	3344004	.	178	262	232	314	236	17	48	33	43	5	14	5	33	17
Region5822	chrX	3345224	3345907	.	684	85	148	374	689	70	120	140	150	5	31	14	68	55
Region5823	chrX	3348504	3348758	.	255	56	96	164	486	29	60	70	65	6	9	8	51	18
Region5824	chrX	3348988	3349279	.	292	109	261	520	1580	29	49	76	74	2	14	8	48	25
Region5825	chrX	3351321	3351837	.	517	95	169	425	919	38	99	108	125	5	19	12	70	32
Region5826	chrX	3380366	3380615	.	250	58	51	221	409	42	44	81	95	7	16	8	42	33
Region5827	chrX	3397767	3397979	.	213	170	310	142	305	21	35	74	60	2	11	11	33	24
Region5828	chrX	3422134	3422460	.	327	158	232	214	400	34	57	69	88	9	23	11	39	34
Region5829	chrX	3573508	3573768	.	261	244	387	458	428	36	63	44	44	2	9	3	27	19
Region5830	chrX	3671326	3671853	.	528	423	643	884	605	54	85	124	108	4	19	18	53	43
Region5831	chrX	3704221	3704594	.	374	167	278	253	354	40	81	90	91	1	23	10	58	41
Region5832	chrX	3718645	3718934	.	290	229	459	432	512	30	68	95	115	1	17	8	49	21
Region5833	chrX	3719494	3720093	.	600	3110	4844	3450	2545	92	106	218	165	23	37	17	123	67
Region5834	chrX	3740746	3741299	.	554	675	913	1111	907	57	97	140	129	5	30	17	80	44
Region5835	chrX	3742212	3742734	.	523	606	812	954	951	54	112	131	157	9	17	9	66	49
Region5836	chrX	3744445	3744919	.	475	474	717	850	885	43	84	217	238	6	22	17	66	40
Region5837	chrX	3748850	3749114	.	265	285	408	542	419	23	34	154	108	3	10	8	45	18
Region5838	chrX	3773210	3773519	.	310	273	474	389	330	42	64	74	59	4	23	14	42	29
Region5839	chrX	3775864	3776173	.	310	269	589	424	538	43	76	125	115	4	14	6	56	37
Region5840	chrX	3776431	3776697	.	267	263	467	497	486	42	64	98	96	6	20	7	61	26
Region5841	chrX	3777181	3777617	.	437	654	977	1219	1341	52	92	160	154	7	25	9	77	46
Region5842	chrX	3778088	3778427	.	340	363	743	793	991	43	68	124	116	6	16	13	65	40
Region5843	chrX	3779155	3779414	.	260	306	365	769	384	26	50	111	100	3	10	10	35	32
Region5844	chrX	3779665	3780417	.	753	818	1112	1237	1382	65	110	219	184	9	39	16	90	70
Region5845	chrX	3780862	3781265	.	404	858	1460	1508	1715	45	107	176	158	10	23	12	72	43
Region5846	chrX	3789833	3790075	.	243	375	598	924	625	27	54	63	45	6	11	4	33	26
Region5847	chrX	3798987	3799256	.	270	243	436	568	444	38	57	61	63	9	13	9	34	20
Region5848	chrX	3811247	3811864	.	618	797	1259	1280	828	74	113	212	219	11	38	37	123	67
Region5849	chrX	3835886	3836144	.	259	111	312	169	486	24	54	64	52	7	17	7	41	17
Region5850	chrX	3837776	3838352	.	577	945	1714	1554	4602	58	114	184	161	17	33	26	85	54
Region5851	chrX	3841647	3842352	.	706	426	918	1176	4979	69	117	163	165	12	33	19	105	66
Region5852	chrX	3845137	3846040	.	904	808	1334	1366	4627	78	162	265	188	10	52	22	148	90
Region5853	chrX	3847288	3847603	.	316	150	335	350	793	48	67	103	107	6	21	7	63	50
Region5854	chrX	3860950	3862378	.	1429	1588	2677	3552	8679	145	300	419	363	19	85	48	293	151
Region5855	chrX	3862634	3862873	.	240	219	380	372	418	44	59	68	72	2	13	5	40	18
Region5856	chrX	3869153	3869466	.	314	53	80	245	586	30	51	78	73	5	13	13	48	34
Region5857	chrX	3872250	3872479	.	230	149	248	163	331	30	50	126	73	0	7	12	30	29
Region5858	chrX	4100927	4101171	.	245	258	441	388	414	33	71	45	52	4	14	9	35	25
Region5859	chrX	4104372	4104775	.	404	418	508	464	331	57	69	211	123	1	31	14	39	32
Region5860	chrX	4105151	4105456	.	306	292	500	234	296	38	57	175	130	3	15	13	37	33
Region5861	chrX	4105781	4106194	.	414	1335	1599	1781	1286	51	73	131	144	6	18	12	84	44
Region5862	chrX	4116856	4117085	.	230	237	305	452	344	38	55	54	57	4	12	9	31	9
Region5863	chrX	4117312	4117696	.	385	317	419	519	400	47	75	120	142	4	14	11	52	36
Region5864	chrX	4139134	4139399	.	266	404	328	598	423	32	50	103	96	12	13	7	38	18
Region5865	chrX	4198908	4199340	.	433	327	590	167	374	48	70	126	87	7	14	11	60	32
Region5866	chrX	4205935	4206212	.	278	236	567	309	416	32	49	117	100	2	11	8	47	29
Region5867	chrX	4211056	4211429	.	374	83	157	368	982	53	57	92	128	2	34	13	48	41
Region5868	chrX	4322435	4322663	.	229	139	195	228	238	24	47	45	47	3	15	12	39	18
Region5869	chrX	4366218	4366482	.	265	374	527	521	352	31	47	65	63	4	20	8	45	23
Region5870	chrX	4411257	4411823	.	567	2042	2578	3961	2732	49	90	226	198	11	27	14	83	43
Region5871	chrX	4412571	4412905	.	335	148	380	293	601	37	51	117	113	6	17	8	63	40
Region5872	chrX	4423817	4424122	.	306	432	423	994	666	36	51	77	113	5	29	13	49	32
Region5873	chrX	4424941	4425441	.	501	1033	1145	2090	1426	42	74	180	169	1	30	19	69	56
Region5874	chrX	4426643	4427283	.	641	1939	2610	3671	3112	78	110	323	240	2	33	12	76	77
Region5875	chrX	4453830	4454188	.	359	245	410	199	462	38	48	109	106	2	16	15	63	32
Region5876	chrX	4456707	4457062	.	356	218	512	238	526	32	57	106	116	8	22	10	47	39
Region5877	chrX	4507205	4507444	.	240	363	378	466	486	21	59	70	69	8	13	7	45	22
Region5878	chrX	4508042	4508399	.	358	272	690	503	799	35	66	125	119	5	21	12	59	45
Region5879	chrX	4529973	4530173	.	201	306	308	397	273	20	40	56	28	7	8	3	22	12
Region5880	chrX	4548671	4548884	.	214	178	232	375	259	17	46	44	36	1	11	4	21	18
Region5881	chrX	4551721	4552042	.	322	413	578	634	597	42	73	96	84	3	22	8	51	33
Region5882	chrX	4554111	4554362	.	252	534	742	815	577	29	63	75	59	1	12	6	36	21
Region5883	chrX	4589816	4590560	.	745	537	971	676	1195	74	106	233	233	11	45	20	81	85
Region5884	chrX	4596566	4596846	.	281	115	255	286	432	46	79	67	64	7	22	7	33	19
Region5885	chrX	4613546	4613910	.	365	257	627	376	652	58	69	69	96	5	15	12	47	34
Region5886	chrX	4616676	4616950	.	275	178	338	428	531	46	48	82	118	5	12	8	45	21
Region5887	chrX	4617201	4617627	.	427	307	514	641	869	53	81	85	85	10	45	17	47	71
Region5888	chrX	4677535	4677777	.	243	195	429	180	265	32	52	77	69	0	11	10	39	21
Region5889	chrX	4678944	4679753	.	810	572	1036	905	1008	82	174	204	217	26	65	22	130	70
Region5890	chrX	4684318	4684858	.	541	881	1143	1534	1504	48	98	200	143	7	34	20	83	51
Region5891	chrX	4686323	4686533	.	211	195	316	322	235	31	53	67	66	5	10	8	24	27
Region5892	chrX	4687859	4688333	.	475	557	892	1154	1248	53	90	148	100	11	21	12	92	60
Region5893	chrX	4908931	4909145	.	215	242	279	343	338	27	42	63	46	1	10	5	28	13
Region5894	chrX	4910471	4910830	.	360	195	383	391	497	43	75	94	97	6	16	5	56	38
Region5895	chrX	4919135	4919334	.	200	203	257	236	259	36	46	73	84	1	10	6	37	14
Region5896	chrX	4939001	4939250	.	250	255	401	339	283	34	56	55	58	11	9	7	46	20
Region5897	chrX	4940522	4940858	.	337	162	358	263	536	39	57	95	103	4	19	12	46	33
Region5898	chrX	4946462	4946918	.	457	160	274	569	1395	43	70	164	178	6	32	12	65	51
Region5899	chrX	4970495	4970871	.	377	338	740	453	984	43	85	90	70	3	14	11	40	29
Region5900	chrX	5044834	5045099	.	266	215	560	133	147	39	47	110	103	2	9	11	41	37
Region5901	chrX	5046791	5047408	.	618	1036	1840	1338	1638	63	109	201	201	13	40	23	96	61
Region5902	chrX	5047849	5048360	.	512	491	1044	515	805	56	125	171	165	7	30	23	63	61
Region5903	chrX	5052646	5053169	.	524	459	931	823	1300	56	91	122	106	13	24	10	77	39
Region5904	chrX	5082887	5083127	.	241	183	277	256	278	18	42	61	75	6	11	5	28	26
Region5905	chrX	5084672	5084964	.	293	459	576	484	384	36	84	50	78	5	14	5	41	25
Region5906	chrX	5179051	5179386	.	336	52	16	273	592	45	44	71	119	4	16	7	31	35
Region5907	chrX	5308943	5309329	.	387	308	393	592	344	54	79	102	82	3	20	9	39	29
Region5908	chrX	5322642	5322864	.	223	219	202	387	253	43	59	51	55	1	13	3	34	26
Region5909	chrX	5329697	5329952	.	256	588	562	1192	442	28	50	45	62	4	11	15	26	15
Region5910	chrX	5418015	5418234	.	220	144	320	291	274	30	56	97	106	3	15	8	30	29
Region5911	chrX	5420746	5421064	.	319	289	330	483	444	37	53	72	74	0	14	13	47	38
Region5912	chrX	5517052	5517826	.	775	750	1299	1588	2752	97	141	328	232	14	38	19	133	77
Region5913	chrX	5524546	5524876	.	331	1383	1202	1502	894	41	60	83	96	4	16	7	59	26
