# Program:featureCounts v2.0.0; Command:"featureCounts" "-t" "ppc" "-g" "transcript_id" "-T" "8" "-a" "/proj/snic2019-30-14/private/genomes/dm6/annotation/Drosophila_melanogaster.BDGP6.28.99.PROseq.gtf" "-o" "ChIPseq/ChIP_Toll_PPC.featureCount.count.tab.txt" "./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27ac_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27ac_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27ac_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27ac_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_H3_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_H3_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27ac_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27ac_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_2_R1.dmel.bowtie2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27ac_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27ac_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27ac_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27ac_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_H3_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_H3_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27ac_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27ac_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_2_R1.dmel.bowtie2.sorted.bam
FBtr0308309	X	15441152	15441302	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0308310	X	15441152	15441302	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074079	X	15449783	15449933	-	151	199	84	25	15	33	135	9	21	14	11	45	28	122	273	13	7
FBtr0346181	X	15450211	15450361	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0332590	X	15450211	15450361	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074031	X	15453421	15453571	+	151	90	56	5	22	2	22	11	39	18	21	33	26	26	61	13	6
FBtr0074077	X	15462341	15462491	-	151	353	149	9	10	34	194	7	31	13	17	40	22	157	400	13	8
FBtr0074032	X	15462672	15462822	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0308830	X	15462672	15462822	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0343984	X	15464532	15464682	+	151	104	55	7	5	3	31	1	10	29	21	32	27	33	59	14	8
FBtr0343983	X	15465277	15465427	+	151	73	45	8	12	3	21	9	20	15	25	28	20	32	69	10	10
FBtr0074033	X	15465515	15465665	+	151	39	48	1	4	1	16	10	23	7	18	11	9	26	59	11	7
FBtr0345130	X	15465690	15465840	+	151	58	46	9	9	5	23	4	32	14	22	16	13	28	48	23	12
FBtr0074076	X	15467429	15467579	-	151	64	58	17	12	5	55	9	29	26	17	32	22	87	219	17	20
FBtr0346184	X	15467657	15467807	-	151	67	37	12	11	3	7	5	16	20	19	39	28	56	125	5	17
FBtr0074075	X	15472019	15472169	-	151	57	45	10	12	5	24	9	17	18	18	47	28	52	124	12	9
FBtr0074074	X	15475300	15475450	-	151	93	53	13	14	11	65	9	18	20	12	43	25	77	139	14	10
FBtr0344943	X	15476041	15476191	+	151	35	30	18	3	7	18	11	27	23	28	35	17	4	22	26	10
FBtr0310061	X	15482324	15482474	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074040	X	15482324	15482474	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074042	X	15486872	15487022	+	151	92	41	5	4	7	71	2	6	11	7	50	15	84	212	13	10
FBtr0343525	X	15489831	15489981	+	151	44	29	14	14	12	24	12	12	30	22	40	22	17	43	33	11
FBtr0074043	X	15498958	15499108	+	151	39	20	4	20	3	7	4	41	11	4	35	21	14	13	39	24
FBtr0100142	X	15522063	15522213	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074073	X	15522063	15522213	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0332497	X	15554178	15554328	-	151	91	42	9	5	15	49	1	26	19	16	34	32	37	66	23	11
FBtr0074045	X	15568943	15569093	+	151	30	14	2	5	2	25	4	7	8	6	17	10	9	12	13	1
FBtr0339691	X	15569116	15569266	+	151	73	28	4	12	6	34	6	21	17	16	22	19	17	44	29	9
FBtr0074072	X	15572049	15572199	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0340349	X	15572049	15572199	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074071	X	15574435	15574585	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0340348	X	15574435	15574585	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0310052	X	15577898	15578048	-	151	319	139	9	6	60	123	7	21	18	16	27	14	111	219	11	13
FBtr0346182	X	15578071	15578221	-	151	103	34	6	3	4	67	4	4	1	3	5	2	14	40	2	2
FBtr0074046	X	15578155	15578305	+	151	61	51	1	5	11	26	0	19	2	3	15	6	48	89	4	4
FBtr0074066	X	15582774	15582924	-	151	376	209	10	16	44	187	3	42	12	25	31	29	210	570	14	14
FBtr0074047	X	15583109	15583259	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0340344	X	15583109	15583259	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074048	X	15587683	15587833	+	151	24	17	9	5	5	27	7	30	16	26	27	28	18	31	18	10
FBtr0340347	X	15593051	15593201	-	151	97	61	19	10	14	36	17	35	25	19	33	18	45	70	20	9
FBtr0074064	X	15593434	15593584	-	151	215	67	11	5	27	93	15	20	13	17	47	17	89	144	19	8
FBtr0340346	X	15626440	15626590	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074063	X	15626440	15626590	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0331760	X	15633334	15633484	-	151	13	19	39	28	0	11	25	40	23	24	37	27	4	18	60	18
FBtr0074062	X	15669697	15669847	-	151	17	17	46	29	1	16	39	39	24	20	28	18	25	75	95	29
FBtr0339692	X	15670929	15671079	-	151	15	22	7	10	3	20	9	25	15	14	38	16	15	29	29	13
FBtr0074052	X	15675426	15675576	+	151	31	19	31	17	3	21	24	35	10	13	53	28	27	37	38	14
FBtr0347265	X	15688757	15688907	-	151	18	12	166	97	4	23	61	45	24	22	50	33	32	71	146	55
FBtr0074053	X	15697444	15697594	+	151	3	2	1	0	0	1	2	0	0	1	1	1	4	2	0	0
FBtr0343332	X	15697455	15697605	+	151	8	6	2	1	0	3	0	0	0	0	2	0	16	15	3	1
FBtr0074060	X	15701159	15701309	-	151	65	33	17	20	14	29	8	21	20	19	38	27	67	149	35	13
FBtr0074058	X	15703670	15703820	-	151	137	44	12	13	22	74	6	14	6	4	37	17	82	249	10	8
FBtr0074054	X	15704075	15704225	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0344214	X	15704075	15704225	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074057	X	15708944	15709094	-	151	77	41	5	2	10	69	1	29	26	18	38	24	58	126	18	11
FBtr0074056	X	15710439	15710589	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0340308	X	15710439	15710589	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0339683	X	15710597	15710747	+	151	114	37	4	4	13	99	1	21	2	6	24	16	50	144	2	6
FBtr0339685	X	15711007	15711157	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0339684	X	15711007	15711157	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074082	X	15712578	15712728	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0340304	X	15712578	15712728	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0339686	X	15713591	15713741	+	151	169	86	20	8	29	85	7	29	28	19	41	24	104	197	21	10
FBtr0074083	X	15732128	15732278	+	151	222	117	24	14	17	99	14	31	11	17	35	28	114	242	31	16
FBtr0332613	X	15734220	15734370	+	151	243	133	11	16	22	184	7	15	18	5	33	26	146	318	7	10
FBtr0074203	X	15737020	15737170	-	151	143	75	8	8	14	73	13	14	8	12	41	26	38	148	15	6
FBtr0074202	X	15738854	15739004	-	151	197	112	10	6	30	89	9	23	31	13	38	30	117	249	10	4
FBtr0074085	X	15739180	15739330	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0346187	X	15739180	15739330	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074201	X	15746131	15746281	-	151	128	56	19	8	18	68	10	16	8	11	43	13	79	203	16	9
FBtr0074086	X	15746598	15746748	+	151	105	40	5	7	11	59	13	20	13	12	46	30	63	171	15	9
FBtr0346188	X	15749116	15749266	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074087	X	15749116	15749266	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074089	X	15756268	15756418	+	151	58	29	7	5	14	55	5	11	21	21	31	21	20	59	17	14
FBtr0340305	X	15760549	15760699	-	151	187	81	13	5	24	58	8	8	5	9	14	10	82	163	4	1
FBtr0345133	X	15760633	15760783	-	151	30	15	1	1	3	7	4	10	6	4	15	5	13	28	3	2
FBtr0074090	X	15761198	15761348	+	151	144	44	10	8	16	77	4	21	7	8	39	19	106	236	15	7
FBtr0300811	X	15762906	15763056	+	151	83	41	7	5	12	65	3	13	12	14	37	17	43	94	11	8
FBtr0308092	X	15769614	15769764	+	151	111	41	7	9	18	56	9	28	14	11	31	31	94	246	17	10
FBtr0310394	X	15773121	15773271	+	151	24	20	9	10	2	12	3	22	30	20	33	43	18	32	22	8
FBtr0310395	X	15779096	15779246	+	151	45	31	29	18	3	14	11	32	14	18	23	31	15	37	13	13
FBtr0074192	X	15783610	15783760	-	151	41	22	6	8	1	12	7	11	26	19	32	18	16	42	21	13
FBtr0074190	X	15785483	15785633	-	151	128	40	5	4	13	58	7	15	14	6	28	29	65	165	5	3
FBtr0074094	X	15785997	15786147	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0346193	X	15785997	15786147	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074096	X	15788847	15788997	+	151	142	62	11	11	27	77	6	18	13	8	37	30	71	140	28	18
FBtr0074189	X	15795928	15796078	-	151	271	144	9	14	23	145	11	27	11	10	50	27	71	160	20	10
FBtr0074184	X	15799062	15799212	-	151	282	84	12	8	15	38	5	12	10	9	24	11	47	142	21	4
FBtr0340114	X	15799376	15799526	+	151	177	59	9	5	4	54	2	22	5	4	17	11	23	60	13	1
FBtr0074097	X	15799546	15799696	+	151	233	108	22	4	31	93	5	20	19	11	24	19	82	190	22	5
FBtr0074183	X	15802869	15803019	-	151	265	113	7	3	28	77	8	19	28	20	34	15	92	165	16	5
FBtr0307978	X	15803780	15803930	-	151	61	26	3	2	4	6	3	9	26	21	51	22	20	23	15	9
FBtr0346799	X	15804320	15804470	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0308128	X	15804320	15804470	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0112824	X	15805457	15805607	+	151	25	19	14	7	1	20	15	18	19	14	27	13	14	31	20	9
FBtr0074098	X	15809505	15809655	+	151	53	34	20	22	2	24	18	30	21	24	39	27	20	43	46	17
FBtr0308129	X	15812044	15812194	+	151	285	130	17	7	44	66	10	37	15	18	36	18	109	181	14	11
FBtr0301543	X	15812277	15812427	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0310312	X	15812277	15812427	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0308131	X	15812277	15812427	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0308132	X	15812277	15812427	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0308130	X	15813503	15813653	+	151	131	52	9	6	10	26	9	25	20	12	39	15	38	72	21	8
FBtr0310311	X	15815249	15815399	+	151	65	22	5	9	0	28	4	8	15	11	47	20	23	40	20	6
FBtr0074101	X	15818101	15818251	+	151	72	26	14	4	8	17	3	15	18	12	41	21	18	39	26	12
FBtr0074180	X	15834654	15834804	-	151	109	43	9	7	15	44	3	17	16	5	31	21	85	230	16	18
FBtr0112798	X	15835390	15835540	-	151	228	95	18	8	18	95	13	18	12	11	40	30	112	237	25	9
FBtr0074103	X	15837780	15837930	+	151	11	7	6	6	0	32	9	12	25	15	24	25	8	15	16	4
FBtr0074178	X	15844045	15844195	-	151	138	95	16	11	15	91	9	28	14	18	38	21	134	298	13	5
FBtr0346189	X	15844426	15844576	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074104	X	15844426	15844576	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0340116	X	15844587	15844737	+	151	413	143	17	10	53	197	7	21	16	14	21	12	169	353	16	11
FBtr0074176	X	15849158	15849308	-	151	252	79	18	7	27	119	8	17	13	16	33	24	105	207	21	10
FBtr0300787	X	15853075	15853225	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074175	X	15853075	15853225	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074105	X	15853371	15853521	+	151	110	49	16	4	11	60	4	18	13	10	30	22	59	196	15	5
FBtr0074171	X	15857723	15857873	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074169	X	15857723	15857873	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074168	X	15859279	15859429	-	151	150	58	4	1	10	55	1	10	15	7	17	19	36	85	6	3
FBtr0445838	X	15859387	15859537	-	151	169	63	4	1	12	58	2	4	7	9	21	12	30	80	2	3
FBtr0074111	X	15860065	15860215	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074107	X	15860065	15860215	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074108	X	15860065	15860215	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0331597	X	15860065	15860215	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0346794	X	15860656	15860806	+	151	120	65	17	18	19	58	7	47	22	24	33	22	73	156	18	17
FBtr0074112	X	15868095	15868245	+	151	29	17	0	0	1	10	2	7	9	9	15	10	8	16	4	0
FBtr0332618	X	15868161	15868311	+	151	20	16	8	2	1	3	6	8	11	13	16	4	4	10	4	5
FBtr0474173	X	15870133	15870283	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0340041	X	15870133	15870283	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0310065	X	15887211	15887361	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0340414	X	15887211	15887361	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0333719	X	15890009	15890159	-	151	458	129	11	6	53	196	4	20	17	13	37	30	175	411	9	7
FBtr0074124	X	15892066	15892216	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074121	X	15892066	15892216	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0333718	X	15892150	15892300	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0111036	X	15892150	15892300	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074123	X	15892150	15892300	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0340413	X	15892150	15892300	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0301596	X	15892839	15892989	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074119	X	15892839	15892989	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0300392	X	15909576	15909726	-	151	334	105	8	6	27	127	10	14	11	12	44	16	135	326	9	6
FBtr0074125	X	15910820	15910970	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0301666	X	15910820	15910970	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0340309	X	15911317	15911467	+	151	38	20	26	13	8	17	13	17	23	15	35	21	37	42	24	15
FBtr0301233	X	15921905	15922055	+	151	38	17	17	9	6	16	17	15	26	17	27	28	14	31	39	17
FBtr0074129	X	15925055	15925205	+	151	71	24	8	9	2	15	8	12	35	20	34	24	25	54	20	13
FBtr0303646	X	15933575	15933725	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0303648	X	15933575	15933725	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0340311	X	15933767	15933917	-	151	197	70	13	6	13	44	1	21	11	16	25	22	54	169	5	3
FBtr0308705	X	15939152	15939302	-	151	76	24	7	5	4	34	2	13	22	14	34	20	26	53	13	9
FBtr0303567	X	15940351	15940501	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074159	X	15940351	15940501	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0345134	X	15940351	15940501	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074130	X	15941027	15941177	+	151	294	123	15	11	26	119	0	19	23	12	58	29	166	448	12	18
FBtr0342745	X	15944847	15944997	+	151	87	48	2	1	5	55	4	13	11	4	51	23	84	158	18	10
FBtr0299535	X	15972285	15972435	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0299534	X	15972285	15972435	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0310306	X	15972967	15973117	-	151	11	11	3	4	0	15	3	3	11	11	11	7	6	15	14	3
FBtr0307542	X	15973059	15973209	-	151	2	16	12	14	1	7	12	12	10	13	11	11	6	10	17	6
FBtr0074133	X	15974375	15974525	+	151	19	21	35	21	0	18	38	23	28	33	35	20	9	20	34	23
FBtr0346191	X	15982844	15982994	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074153	X	15982844	15982994	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074134	X	15983722	15983872	+	151	88	42	5	7	4	72	5	11	14	3	37	32	51	129	7	8
FBtr0340417	X	15986708	15986858	-	151	178	59	26	8	14	70	16	28	19	10	33	19	144	322	22	13
FBtr0074150	X	15990207	15990357	-	151	86	31	1	3	3	32	0	14	29	13	33	19	28	51	27	13
FBtr0074147	X	15991874	15992024	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074149	X	15991874	15992024	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074135	X	15992418	15992568	+	151	299	104	9	7	20	204	7	13	14	6	33	25	164	457	6	10
FBtr0333322	X	15992650	15992800	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074137	X	15992650	15992800	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0333323	X	15992886	15993036	+	151	287	92	22	9	20	87	11	16	28	14	42	25	170	296	10	9
FBtr0074138	X	15996966	15997116	+	151	163	73	20	9	24	104	5	25	9	10	50	26	123	235	12	9
FBtr0340415	X	16005712	16005862	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074143	X	16005712	16005862	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074139	X	16006097	16006247	+	151	172	50	10	3	7	54	2	26	19	23	46	25	42	112	26	9
FBtr0074205	X	16009064	16009214	+	151	49	15	5	5	1	16	4	8	22	18	34	22	14	25	12	6
FBtr0074206	X	16063688	16063838	+	151	27	25	7	10	4	34	7	18	30	31	27	13	9	26	19	8
FBtr0343595	X	16073182	16073332	-	151	493	169	18	9	58	210	14	16	20	9	39	26	200	433	18	11
FBtr0074258	X	16073468	16073618	-	151	67	51	6	1	5	65	3	22	10	9	32	26	61	150	14	7
FBtr0074207	X	16083182	16083332	+	151	26	19	22	12	1	15	25	19	22	20	30	21	14	34	39	11
FBtr0310446	X	16087289	16087439	-	151	29	8	10	6	1	14	12	12	30	16	40	23	21	44	31	9
FBtr0310317	X	16089267	16089417	-	151	98	43	15	13	6	55	12	36	16	20	30	23	26	42	31	15
FBtr0301652	X	16091395	16091545	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074255	X	16091395	16091545	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0310314	X	16095822	16095972	-	151	36	16	3	2	3	24	2	3	26	18	25	18	12	39	17	5
FBtr0299949	X	16096563	16096713	-	151	50	35	4	3	4	67	3	14	9	13	41	27	32	55	17	4
FBtr0299951	X	16104846	16104996	-	151	37	31	10	10	4	44	7	16	9	12	37	11	11	25	11	6
FBtr0310303	X	16124232	16124382	-	151	21	22	61	53	3	21	122	43	16	16	17	12	4	9	38	22
FBtr0310302	X	16148877	16149027	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0310301	X	16148877	16149027	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0100384	X	16216646	16216796	-	151	0	5	6	3	0	0	4	5	0	0	0	1	1	1	5	0
FBtr0074250	X	16216650	16216800	-	151	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0
FBtr0290087	X	16266437	16266587	-	151	25	29	33	17	2	26	25	45	25	24	18	19	19	34	36	19
FBtr0074209	X	16270901	16271051	+	151	182	79	21	7	29	66	18	21	10	6	57	28	62	135	19	16
FBtr0340442	X	16271354	16271504	+	151	231	118	11	5	23	110	5	34	25	22	25	27	127	294	26	16
FBtr0340443	X	16275817	16275967	-	151	184	58	9	4	20	61	7	13	13	14	39	22	80	206	20	9
FBtr0074246	X	16276080	16276230	-	151	16	14	1	0	0	51	0	4	1	1	15	10	20	62	3	2
FBtr0074210	X	16276220	16276370	+	151	91	67	11	4	15	62	14	15	5	3	36	16	74	165	10	6
FBtr0308617	X	16278278	16278428	+	151	32	11	3	1	5	40	0	1	4	1	10	2	13	31	0	4
FBtr0074212	X	16278307	16278457	+	151	28	15	1	1	3	13	1	2	1	3	4	5	12	37	5	3
FBtr0074214	X	16278529	16278679	+	151	463	128	11	6	42	159	11	24	29	17	54	27	179	387	14	16
FBtr0100556	X	16288433	16288583	-	151	251	90	12	6	16	110	5	11	13	17	33	25	75	210	12	9
FBtr0334992	X	16288760	16288910	+	151	454	114	22	7	23	117	8	21	10	6	37	20	152	358	15	17
FBtr0074244	X	16296170	16296320	-	151	313	195	14	21	30	111	13	39	26	28	52	19	162	338	11	21
FBtr0074243	X	16296487	16296637	-	151	175	91	11	4	19	83	7	18	9	4	27	11	82	175	6	5
FBtr0112988	X	16296621	16296771	+	151	95	33	8	2	10	54	6	7	4	4	14	10	34	109	6	5
FBtr0074242	X	16296785	16296935	-	151	398	141	31	15	63	140	16	30	14	11	33	29	143	328	9	9
FBtr0112989	X	16297033	16297183	+	151	297	152	23	7	34	124	19	13	24	21	47	32	124	294	19	7
FBtr0074241	X	16297618	16297768	-	151	125	75	11	5	13	63	5	15	20	15	30	23	71	125	16	9
FBtr0074222	X	16303820	16303970	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0336977	X	16303820	16303970	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074240	X	16308293	16308443	-	151	34	33	14	9	3	19	3	26	24	22	24	20	19	42	26	13
FBtr0346059	X	16308567	16308717	-	151	90	49	15	8	3	41	5	23	28	21	33	27	22	40	20	16
FBtr0336976	X	16313038	16313188	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0112992	X	16313038	16313188	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0336975	X	16313659	16313809	+	151	279	90	12	6	22	113	4	10	14	5	52	18	95	215	7	6
FBtr0074238	X	16320270	16320420	-	151	123	95	16	11	33	85	19	32	15	7	51	25	65	191	12	16
FBtr0331756	X	16323131	16323281	-	151	9	15	4	2	5	8	3	11	5	3	19	10	6	13	10	1
FBtr0331755	X	16323236	16323386	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074225	X	16323236	16323386	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0074226	X	16325713	16325863	+	151	172	109	18	13	9	76	9	30	20	30	24	18	60	144	12	13
FBtr0340316	X	16330659	16330809	-	151	90	44	6	9	8	50	7	11	30	31	36	24	38	97	20	23
FBtr0333303	X	16333500	16333650	-	151	40	12	5	1	6	22	0	6	1	0	11	2	2	20	4	0
