# Program:featureCounts v2.0.0; Command:"featureCounts" "-F" "SAF" "-T" "5" "-a" "Genrich/K27me3.genrich.encode.narrowPeak.merged.SAF" "-o" "ChIPseq/K27me3.featureCount.count.tab.txt" "./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_1_R1.dmel.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep4.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep5.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep3.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep2.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Tol10b_WCE_rep4.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep2.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep1.dm6.bowtie2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_1_R1.dmel.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep4.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep5.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep3.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep2.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Tol10b_WCE_rep4.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep2.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep1.dm6.bowtie2.sorted.bam
Region1909	chrX	4612509	4613566	.	1058	998	1104	1957	494	975	951	107	146	236	198	17	48	29	135	78
Region1910	chrX	4614023	4616923	.	2901	3174	3641	5031	1427	2828	2681	299	411	560	636	45	135	73	289	233
Region1911	chrX	4617731	4618261	.	531	341	800	660	269	356	376	56	107	89	73	7	18	5	34	42
Region1912	chrX	4618497	4624251	.	5755	6308	4851	8484	2165	7347	5683	590	737	2023	1510	78	255	174	526	460
Region1913	chrX	5551639	5552331	.	693	679	638	1127	319	652	482	57	85	181	166	12	40	20	77	50
Region1914	chrX	5553042	5553565	.	524	507	376	874	156	484	287	43	58	125	94	6	26	7	42	31
Region1915	chrX	5553847	5554450	.	604	742	526	1066	207	646	428	59	59	157	154	5	36	19	39	42
Region1916	chrX	5554835	5556738	.	1904	2069	1855	3303	762	1986	1098	166	261	429	391	20	89	50	199	145
Region1917	chrX	5556961	5560525	.	3565	5791	5774	8053	2979	6973	6311	329	461	812	653	27	142	105	307	245
Region1918	chrX	5560885	5571721	.	10837	12291	12186	19402	5267	11551	9499	1000	1342	1835	1816	93	418	233	872	722
Region1919	chrX	5572465	5572933	.	469	704	468	1008	193	613	397	53	61	109	119	20	23	15	48	30
Region1920	chrX	5573898	5577187	.	3290	3499	3240	5151	1295	3117	2106	291	456	574	562	28	104	77	269	238
Region1921	chrX	5577405	5580388	.	2984	4076	4013	6213	1789	3883	3519	294	418	503	529	36	90	55	264	209
Region1922	chrX	5581270	5582572	.	1303	1465	1399	2669	548	1343	1302	150	175	242	256	13	50	34	101	98
Region1923	chrX	5582805	5584139	.	1335	1211	1185	2239	509	1335	1367	141	145	240	200	13	45	30	101	87
Region1924	chrX	5585073	5585293	.	221	314	184	478	57	278	193	30	61	58	70	0	14	8	35	32
Region1925	chrX	5585971	5586935	.	965	964	1048	1482	406	1069	779	98	138	183	131	17	31	21	66	59
Region1926	chrX	5587146	5588284	.	1139	1536	960	2009	392	1321	890	107	174	286	271	25	49	22	123	102
Region1927	chrX	5588831	5593878	.	5048	6684	7631	9292	3427	6420	5644	440	686	748	785	59	197	106	414	326
Region1928	chrX	5594093	5596339	.	2247	3779	4918	5175	3254	5247	5271	213	320	634	384	29	86	65	187	178
Region1929	chrX	5597012	5597405	.	394	543	262	1027	84	515	272	45	85	136	119	3	27	11	56	36
Region1930	chrX	5598582	5599673	.	1092	1210	1274	1916	560	1240	939	114	169	265	199	22	45	27	119	86
Region1931	chrX	5600817	5601876	.	1060	733	1231	1244	533	927	557	105	143	178	135	13	48	22	91	63
Region1932	chrX	5602298	5604269	.	1972	1698	1901	2142	862	1692	918	171	225	390	282	24	86	38	156	143
Region1933	chrX	5605999	5607605	.	1607	1106	1619	1416	906	1656	1189	135	165	538	245	17	59	44	112	108
Region1934	chrX	5994968	5995398	.	431	434	411	693	201	425	331	48	64	120	97	13	20	13	54	36
Region1935	chrX	5996279	5997358	.	1080	1227	1050	2504	457	1155	1039	119	134	254	268	13	44	29	110	77
Region1936	chrX	5997763	6000983	.	3221	6673	3999	9642	2077	5181	5316	315	456	885	824	46	152	66	328	276
Region1937	chrX	6001465	6003965	.	2501	3554	3284	7131	1437	3156	3060	223	327	535	586	33	78	60	207	200
Region1938	chrX	6004321	6004789	.	469	406	407	1124	144	426	361	49	71	154	121	8	26	8	38	31
Region1939	chrX	6005126	6005704	.	579	630	571	1634	219	540	484	56	86	141	153	4	29	10	64	40
Region1940	chrX	6007727	6008009	.	283	319	219	645	63	272	199	37	42	81	63	4	9	10	26	27
Region1941	chrX	6008668	6009273	.	606	731	486	1923	164	762	551	74	87	191	154	3	28	14	52	35
Region1942	chrX	6010992	6011282	.	291	306	240	766	78	189	252	20	35	76	66	3	15	7	40	19
Region1943	chrX	6012000	6013050	.	1051	1601	1289	3367	659	1754	1663	113	129	425	280	7	54	39	86	90
Region1944	chrX	6014341	6016055	.	1715	1822	1707	4727	762	1850	1733	137	224	423	401	18	65	58	151	131
Region1945	chrX	6016745	6017777	.	1033	946	769	1998	317	888	599	92	130	286	214	21	40	33	89	91
Region1946	chrX	6018147	6019321	.	1175	1062	913	2256	378	1071	650	111	161	296	270	14	53	26	122	79
Region1947	chrX	6019967	6020348	.	382	410	395	774	162	404	201	41	52	104	69	2	15	10	27	21
Region1948	chrX	7111330	7112948	.	1619	2118	2278	2561	1037	1737	1953	212	341	270	280	26	62	44	166	126
Region1949	chrX	7113161	7116007	.	2847	2985	3051	4002	1248	2549	1936	291	415	528	616	35	130	81	262	220
Region1950	chrX	7117002	7117427	.	426	62	552	200	178	74	169	63	75	18	38	1	6	7	35	14
Region1951	chrX	7118053	7118543	.	491	429	540	638	226	355	272	47	70	92	114	14	14	6	55	44
Region1952	chrX	7141437	7141917	.	481	505	414	593	191	414	320	49	70	117	97	2	22	9	31	41
Region1953	chrX	7148623	7148921	.	299	284	362	383	147	292	295	34	49	51	50	0	7	6	28	19
Region1954	chrX	7149195	7149638	.	444	538	460	676	160	593	444	42	71	113	103	11	20	13	42	39
Region1955	chrX	7150241	7150916	.	676	643	730	899	265	602	522	71	112	148	133	4	26	20	60	58
Region1956	chrX	7151240	7153554	.	2315	2240	1678	2448	782	2003	1490	182	240	669	742	37	130	73	207	206
Region1957	chrX	7154802	7159257	.	4456	6409	6176	6070	2914	5581	5377	409	634	850	814	47	213	109	405	333
Region1958	chrX	7159644	7161953	.	2310	3642	3250	3272	1667	3058	2394	216	325	488	523	51	115	58	223	175
Region1959	chrX	7200461	7200761	.	301	353	161	402	52	404	128	32	38	127	82	12	14	9	31	29
Region1960	chrX	7202053	7202579	.	527	421	289	521	79	539	176	58	60	122	79	12	14	9	44	30
Region1961	chrX	7202953	7203666	.	714	672	306	731	134	787	253	92	72	193	152	8	32	19	59	59
Region1962	chrX	7203880	7204191	.	312	375	228	387	72	356	121	49	46	64	70	4	17	7	28	33
Region1963	chrX	7205589	7208408	.	2820	3299	1284	3214	469	3271	825	267	352	630	639	62	140	80	231	215
Region1964	chrX	7208659	7209273	.	615	680	293	691	108	593	231	56	98	181	164	12	29	22	73	50
Region1965	chrX	7219439	7220802	.	1364	838	1360	879	620	916	685	147	161	295	204	15	54	31	157	84
Region1966	chrX	7221762	7222213	.	452	426	482	390	252	368	213	52	72	116	109	4	23	15	67	49
Region1967	chrX	7223431	7224115	.	685	380	666	382	307	481	213	72	106	109	94	5	33	10	59	48
Region1968	chrX	7224354	7225316	.	963	1131	789	755	357	1059	332	100	162	245	211	9	49	21	109	84
Region1969	chrX	7226964	7230752	.	3789	7950	7351	4600	3890	6314	4790	383	562	676	733	69	141	92	345	283
Region1970	chrX	7230966	7235391	.	4426	7279	7740	4781	4445	7761	5206	437	611	1013	859	59	219	124	389	310
Region1971	chrX	7235753	7239532	.	3780	3392	2856	2101	1226	4640	1575	337	485	1324	802	22	173	104	328	288
Region1972	chrX	7249674	7250543	.	870	1021	775	907	332	961	634	95	122	212	191	9	34	34	70	78
Region1973	chrX	7251089	7252206	.	1118	1653	1035	1513	464	1401	1013	100	195	320	275	9	49	42	128	114
Region1974	chrX	7253119	7253879	.	761	683	821	707	332	825	577	86	116	183	142	15	49	25	86	68
Region1975	chrX	7295863	7296469	.	607	801	215	219	127	465	425	72	87	148	143	4	29	25	81	55
Region1976	chrX	7309047	7310240	.	1194	1661	520	260	401	1385	411	133	197	552	459	9	62	37	125	91
Region1977	chrX	7367686	7368246	.	561	549	578	570	223	496	474	68	102	89	72	12	27	25	56	39
Region1978	chrX	7566332	7567147	.	816	792	412	714	145	710	221	72	108	212	219	7	38	21	91	75
Region1979	chrX	7567363	7567791	.	429	408	291	379	128	454	174	38	73	91	84	11	20	12	47	35
Region1980	chrX	7602206	7604119	.	1914	2123	1766	3797	746	2090	1409	181	266	374	331	29	89	59	197	167
Region1981	chrX	7606901	7607682	.	782	1144	1051	1576	549	1305	879	76	110	157	131	3	26	17	76	62
Region1982	chrX	7609169	7610234	.	1066	995	1185	1283	456	1081	554	114	179	179	165	7	54	22	77	84
Region1983	chrX	7613042	7613784	.	743	737	576	864	193	609	345	65	110	149	122	4	44	25	81	66
Region1984	chrX	7622049	7626832	.	4784	8105	6353	8228	2733	7126	5603	444	667	1033	973	63	239	132	449	378
Region1985	chrX	7627502	7630640	.	3139	5666	4260	5894	1855	4549	3501	287	435	670	718	66	149	97	323	256
Region1986	chrX	7630969	7631831	.	863	1048	950	1214	362	863	578	97	151	170	150	8	41	23	114	75
Region1987	chrX	7632751	7633402	.	652	923	414	1100	151	773	395	70	100	192	235	13	36	26	93	66
Region1988	chrX	7634547	7635112	.	566	774	346	802	126	595	276	69	64	226	204	7	22	19	82	49
Region1989	chrX	8448781	8449154	.	374	368	131	712	75	285	383	26	45	167	189	1	18	10	38	39
Region1990	chrX	8614208	8615428	.	1221	1287	787	1999	284	1265	588	122	181	276	255	14	75	30	119	87
Region1991	chrX	8616664	8617160	.	497	670	383	904	161	583	260	49	67	136	163	6	34	17	69	54
Region1992	chrX	8617495	8619205	.	1711	2170	1524	3167	621	2144	1093	185	251	425	375	13	71	53	160	136
Region1993	chrX	8620205	8622025	.	1821	2186	2045	3497	802	2140	1066	177	252	318	328	23	82	38	191	158
Region1994	chrX	8622327	8623064	.	738	996	608	1451	227	930	514	77	89	167	145	8	29	15	74	50
Region1995	chrX	8623363	8624841	.	1479	2198	1977	3663	954	2226	1336	153	240	255	266	17	64	34	125	108
Region1996	chrX	8625393	8630126	.	4734	7237	5726	10081	2469	6404	4257	439	701	796	838	49	219	117	423	370
Region1997	chrX	8631357	8631707	.	351	436	340	688	114	465	228	29	47	69	65	12	19	9	32	38
Region1998	chrX	8632131	8634068	.	1938	2056	1714	3006	819	3166	1876	193	228	705	424	19	74	56	196	148
Region1999	chrX	8634484	8636639	.	2156	2685	1996	3747	859	2804	1536	212	312	449	373	29	98	39	194	178
Region2000	chrX	8637229	8640787	.	3559	4636	3729	6607	1510	4376	2427	329	525	766	783	45	158	93	393	265
Region2001	chrX	8641250	8650709	.	9460	13167	12894	18349	5466	13119	10578	959	1456	1911	1672	148	425	216	911	724
Region2002	chrX	8651201	8661406	.	10206	16173	12901	21740	6358	15154	15461	939	1443	10068	22314	248	761	620	2033	1191
Region2003	chrX	8663687	8664020	.	334	404	391	617	182	369	249	55	57	71	72	8	18	9	43	30
Region2004	chrX	8667476	8668475	.	1000	1099	792	1282	323	1174	623	97	112	255	194	12	41	18	86	72
Region2005	chrX	8669073	8669339	.	267	272	284	421	140	317	185	30	53	53	57	3	8	7	40	23
Region2006	chrX	8669588	8671467	.	1880	2329	1900	3175	795	2233	1638	198	258	400	342	25	76	52	147	132
Region2007	chrX	8672577	8676732	.	4156	7589	5394	9209	2241	6247	4972	442	688	887	873	60	193	116	437	366
Region2008	chrX	8742062	8742383	.	322	410	210	543	100	394	180	40	59	125	96	13	16	13	27	24
Region2009	chrX	8747985	8748345	.	361	490	225	441	108	365	159	40	49	121	146	1	21	15	53	29
Region2010	chrX	8753051	8753530	.	480	610	398	972	179	568	337	50	65	142	105	10	26	14	63	30
Region2011	chrX	8754428	8757471	.	3044	4622	3687	6160	1389	4459	2608	278	435	679	726	53	124	77	227	225
Region2012	chrX	8758109	8763478	.	5370	6888	6852	9097	3453	7541	5917	492	761	890	853	57	204	127	393	380
Region2013	chrX	8769326	8769943	.	618	605	322	695	121	494	305	73	79	181	152	8	32	24	73	74
Region2014	chrX	8800109	8800791	.	683	721	593	1237	234	794	630	58	118	203	147	9	27	14	70	70
Region2015	chrX	8801253	8803609	.	2357	2456	2124	5218	951	2370	3002	223	289	431	426	17	87	55	202	162
Region2016	chrX	8803817	8805788	.	1972	3335	2875	4070	1547	3697	3228	166	268	422	285	33	76	44	147	125
Region2017	chrX	8806869	8811250	.	4382	6997	5789	9398	2540	6590	5333	405	648	764	744	68	162	96	325	290
Region2018	chrX	8811687	8812051	.	365	406	324	600	86	380	173	39	59	64	69	4	16	9	48	30
Region2019	chrX	8818645	8819055	.	411	432	199	384	74	475	169	31	50	110	83	2	18	7	29	39
Region2020	chrX	9130332	9130777	.	446	543	235	72	126	411	129	40	88	123	144	4	23	17	68	41
Region2021	chrX	9284513	9286277	.	1765	2364	2322	3303	932	2669	1719	190	267	374	255	40	74	31	150	115
Region2022	chrX	9286536	9287559	.	1024	1314	814	2391	248	1157	779	89	159	274	229	9	35	20	112	67
Region2023	chrX	9287868	9288722	.	855	881	593	1490	229	1016	608	111	130	250	196	7	30	16	89	75
Region2024	chrX	9289129	9289882	.	754	1324	625	1809	199	1036	432	77	102	212	212	22	32	16	70	62
Region2025	chrX	9291129	9291914	.	786	980	487	1107	177	826	477	67	124	214	212	15	35	27	81	60
Region2026	chrX	9292590	9294490	.	1901	2096	1270	2684	496	1973	929	204	256	391	382	31	82	60	184	158
Region2027	chrX	9299339	9299629	.	291	300	162	375	90	348	125	38	46	59	63	6	10	7	23	24
Region2028	chrX	9302291	9303019	.	729	729	422	972	191	1295	370	61	75	296	150	9	19	16	60	51
Region2029	chrX	9303777	9305193	.	1417	1744	879	2849	322	1864	598	157	204	297	274	23	56	44	129	118
Region2030	chrX	9688740	9689177	.	438	445	363	621	174	463	243	40	81	114	96	6	21	15	58	41
Region2031	chrX	9689708	9692772	.	3065	6668	5128	8724	2787	5264	4701	348	484	606	645	34	123	96	300	226
Region2032	chrX	9692978	9693308	.	331	374	465	587	173	324	312	39	87	46	44	7	11	4	23	28
Region2033	chrX	9694345	9697145	.	2801	5249	3822	7842	2166	6963	5666	301	438	1028	750	33	108	78	265	216
Region2034	chrX	9698007	9698741	.	735	701	628	1273	317	787	507	72	94	137	121	11	20	16	53	44
Region2035	chrX	9700928	9701348	.	421	543	271	699	80	382	133	45	80	118	123	5	16	9	63	29
Region2036	chrX	9703557	9704052	.	496	583	343	978	150	587	281	54	81	153	145	12	18	9	62	48
Region2037	chrX	9707670	9708058	.	389	369	257	710	70	489	265	40	54	127	84	3	22	9	46	30
Region2038	chrX	9711806	9712214	.	409	413	255	685	112	397	215	50	78	111	108	4	20	16	40	36
Region2039	chrX	9718151	9718774	.	624	708	654	1151	242	807	565	62	95	146	119	17	32	23	47	44
Region2040	chrX	9719638	9720562	.	925	1237	831	1655	335	1168	743	85	122	204	187	13	47	31	84	84
Region2041	chrX	9721785	9724249	.	2465	3587	2530	5185	1072	3471	2379	230	347	552	504	41	111	79	244	184
Region2042	chrX	9724626	9725673	.	1048	1578	1127	2318	477	1461	1070	136	160	206	193	19	50	26	95	88
Region2043	chrX	9727233	9729170	.	1938	3358	2930	4487	1475	3645	3074	167	296	437	342	25	64	41	161	135
Region2044	chrX	9729424	9734210	.	4787	5563	4316	8619	1933	5890	4359	493	717	979	835	60	178	134	460	354
Region2045	chrX	9734841	9736099	.	1259	1437	1065	2389	447	1271	845	115	161	252	251	15	38	33	150	93
Region2046	chrX	9737278	9740083	.	2806	3066	2167	4189	957	2719	1392	307	415	577	541	42	135	76	298	244
Region2047	chrX	9741259	9742882	.	1624	1634	1354	2222	575	1706	825	165	233	249	265	26	63	32	137	119
Region2048	chrX	9743165	9744669	.	1505	1325	841	1831	318	1421	581	138	202	376	288	12	71	37	159	113
Region2049	chrX	9746011	9747708	.	1698	1853	1366	2142	571	1924	727	153	240	339	295	15	92	43	162	127
Region2050	chrX	9747958	9749164	.	1207	1243	1108	1612	426	1341	581	131	155	184	186	14	62	27	115	92
Region2051	chrX	9750656	9752244	.	1589	2013	1126	2488	413	2031	786	131	257	295	322	16	64	40	144	106
Region2052	chrX	9752463	9754588	.	2126	2332	1648	2588	776	3536	1501	211	281	672	394	24	87	61	138	154
Region2053	chrX	9754981	9755359	.	379	453	285	494	123	826	421	37	48	167	112	4	17	12	37	32
Region2054	chrX	9756589	9757509	.	921	936	551	961	205	924	328	115	143	182	178	6	39	20	100	80
Region2055	chrX	9759966	9760658	.	693	738	522	1292	195	602	576	68	119	173	156	8	27	18	68	62
Region2056	chrX	9761714	9762099	.	386	487	367	718	178	565	359	41	71	88	96	4	16	15	51	26
Region2057	chrX	9762311	9763032	.	722	785	615	1203	232	732	510	89	109	131	134	8	26	25	65	61
Region2058	chrX	9763414	9764713	.	1300	1600	661	2308	229	1572	796	157	209	274	238	23	55	34	138	99
Region2059	chrX	9765928	9766456	.	529	828	548	1178	233	745	562	61	73	90	103	5	28	15	59	38
Region2060	chrX	9766749	9767260	.	512	861	430	1098	122	772	340	63	72	102	98	8	23	15	67	30
Region2061	chrX	9767551	9770470	.	2920	3262	2300	4250	899	4261	2152	246	399	596	463	46	117	54	230	218
Region2062	chrX	9771006	9772062	.	1057	1208	805	1708	348	1289	717	100	150	270	222	11	36	26	86	69
Region2063	chrX	9772879	9773564	.	686	841	597	1065	267	777	398	68	82	133	131	19	31	16	62	52
Region2064	chrX	9773942	9774336	.	395	381	329	612	127	481	283	48	57	107	75	6	19	12	42	30
Region2065	chrX	9775026	9775473	.	448	496	325	607	151	533	256	54	54	108	98	6	22	12	43	42
Region2066	chrX	11310802	11311281	.	480	545	337	382	165	438	164	69	72	157	144	11	22	15	63	74
Region2067	chrX	11320503	11322437	.	1935	3851	4113	1659	2339	3288	2424	197	286	647	477	34	100	54	275	191
Region2068	chrX	11322812	11323848	.	1037	806	1195	392	536	497	426	133	211	214	238	14	58	33	143	102
Region2069	chrX	12614017	12615493	.	1477	2992	1638	2850	699	2203	1791	141	202	414	422	26	62	57	162	117
Region2070	chrX	12616032	12616742	.	711	989	795	961	311	758	562	83	111	175	190	8	27	21	71	59
Region2071	chrX	12620570	12621030	.	461	456	389	525	155	578	387	47	72	106	82	4	22	6	45	45
Region2072	chrX	12622349	12622806	.	458	484	332	501	136	435	265	49	68	125	154	4	20	13	49	34
Region2073	chrX	12927036	12927327	.	292	312	326	294	102	317	211	35	50	59	54	2	18	7	37	29
Region2074	chrX	12927558	12928123	.	566	606	613	544	227	537	349	63	73	146	132	5	43	14	70	39
Region2075	chrX	12938917	12939413	.	497	332	563	318	218	244	256	56	70	83	89	5	23	11	48	44
Region2076	chrX	13992286	13992828	.	543	474	429	722	183	648	358	57	79	115	105	4	27	9	55	47
Region2077	chrX	13994031	13994865	.	835	974	1147	858	436	792	614	82	147	144	156	22	41	22	52	72
Region2078	chrX	14008804	14009402	.	599	773	229	832	78	615	398	63	100	172	204	10	14	26	87	55
Region2079	chrX	14035685	14036313	.	629	573	689	523	295	567	345	72	98	106	127	5	18	21	63	41
Region2080	chrX	14036738	14037209	.	472	487	692	483	284	487	373	47	74	75	56	11	26	8	34	37
Region2081	chrX	14038972	14039765	.	794	424	888	426	335	460	324	88	153	89	93	19	20	13	47	43
Region2082	chrX	14040027	14040531	.	505	561	534	453	204	468	314	57	92	131	136	7	28	11	64	44
Region2083	chrX	14041184	14041571	.	388	218	461	199	192	215	113	51	53	60	58	6	20	8	24	19
Region2084	chrX	14652137	14653291	.	1155	1410	749	943	431	1712	624	120	158	458	329	14	55	38	120	99
Region2085	chrX	15378125	15378507	.	383	434	159	383	81	370	116	46	64	107	89	3	20	7	45	38
Region2086	chrX	15605499	15607836	.	2338	4614	1153	557	607	3880	803	249	324	999	757	21	113	77	232	215
Region2087	chrX	15609131	15609647	.	517	576	194	78	113	429	135	53	76	150	120	14	22	13	55	37
Region2088	chrX	15625417	15625939	.	523	445	316	166	255	811	280	54	122	171	80	8	18	17	35	50
Region2089	chrX	15627418	15627866	.	449	547	500	392	204	446	404	47	74	102	91	4	23	18	60	35
Region2090	chrX	15644183	15644878	.	696	1043	292	235	117	644	246	71	94	187	249	8	34	21	65	83
Region2091	chrX	15645320	15646424	.	1105	1359	402	328	175	1041	399	129	150	213	217	23	46	38	107	98
Region2092	chrX	15648702	15649336	.	635	849	224	246	94	532	313	53	63	170	158	12	35	13	65	53
Region2093	chrX	15683099	15683789	.	691	1109	649	275	331	493	269	73	98	208	234	8	40	21	98	65
Region2094	chrX	15685704	15686317	.	614	633	535	226	281	467	234	65	88	216	128	6	57	13	78	52
Region2095	chrX	15687805	15688756	.	952	1233	757	442	415	914	434	94	136	333	281	14	49	29	88	72
Region2096	chrX	16142671	16149025	.	6355	9229	7585	13331	3013	7631	5675	642	919	1404	1490	70	289	157	565	534
Region2097	chrX	16149829	16153572	.	3744	6984	6203	9871	3061	5907	5386	380	587	843	778	48	154	108	378	314
Region2098	chrX	16153985	16154470	.	486	672	333	976	107	635	76	60	88	164	100	13	32	9	53	54
Region2099	chrX	16155989	16156712	.	724	831	633	1389	259	760	454	67	115	160	154	17	41	22	85	66
Region2100	chrX	16158181	16158663	.	483	469	383	826	140	510	310	58	65	137	118	4	18	17	61	48
Region2101	chrX	16159938	16160282	.	345	424	193	652	73	399	166	43	56	110	125	12	27	13	49	33
Region2102	chrX	16161752	16162178	.	427	527	269	606	114	462	173	50	60	106	102	2	27	7	57	29
Region2103	chrX	16181028	16181536	.	509	570	262	651	58	443	160	52	63	141	154	11	28	16	41	30
Region2104	chrX	16187225	16187659	.	435	454	181	575	64	426	187	41	60	120	115	15	17	12	39	38
Region2105	chrX	16189543	16190306	.	764	666	338	1036	127	781	287	69	108	194	159	22	36	28	62	65
Region2106	chrX	16197331	16197766	.	436	499	199	565	73	483	143	38	48	90	104	3	16	13	37	30
Region2107	chrX	16198307	16199172	.	866	946	438	1092	125	839	311	81	119	203	207	14	40	25	102	83
Region2108	chrX	16199959	16201476	.	1518	1622	856	1997	365	1611	591	161	227	306	350	24	74	51	162	104
Region2109	chrX	16201956	16202371	.	416	565	256	618	77	513	193	45	66	128	149	3	13	13	64	38
Region2110	chrX	16205556	16206175	.	620	768	599	847	305	744	352	65	64	203	205	4	29	22	64	58
Region2111	chrX	16206857	16209341	.	2485	2911	2006	3892	727	2526	1233	235	373	572	567	55	129	87	292	206
Region2112	chrX	16209553	16210419	.	867	1135	717	1553	250	873	350	91	155	194	269	6	37	31	116	85
Region2113	chrX	16211116	16216365	.	5250	7975	6424	11882	3134	8718	7441	517	654	1500	1208	76	217	143	545	431
Region2114	chrX	16217773	16222730	.	4958	9280	8123	11875	3501	7615	6920	483	807	925	963	68	184	119	484	383
Region2115	chrX	16231357	16236678	.	5322	6789	7887	10397	3914	6615	6243	484	765	965	853	75	240	131	548	388
Region2116	chrX	16237184	16241657	.	4474	5363	6811	7014	3304	4438	4221	395	654	736	745	45	173	108	422	301
Region2117	chrX	16242240	16242601	.	362	421	254	1014	94	348	314	54	63	125	133	6	25	17	63	43
Region2118	chrX	16243406	16244284	.	879	637	949	715	451	465	369	90	140	163	166	18	36	23	75	80
Region2119	chrX	17308646	17309057	.	412	419	415	493	149	422	231	55	75	101	86	12	22	19	51	40
Region2120	chrX	17310112	17313457	.	3346	6148	5246	5914	2645	5518	3894	302	491	617	653	45	142	77	316	251
Region2121	chrX	17314306	17315978	.	1673	2312	2481	3448	1581	2846	2569	168	255	707	554	30	94	42	165	161
Region2122	chrX	17320289	17321290	.	1002	1035	974	1247	415	1066	563	107	158	306	254	26	58	30	88	90
Region2123	chrX	17322667	17323301	.	635	125	686	117	445	573	369	56	76	251	29	1	26	12	39	30
Region2124	chrX	17326099	17326510	.	412	521	325	449	136	435	159	43	53	99	158	3	21	18	46	40
Region2125	chrX	17326980	17327507	.	528	486	541	492	240	507	239	49	94	135	112	4	28	9	52	40
Region2126	chrX	17331919	17332302	.	384	539	307	475	81	456	172	40	69	194	181	8	20	13	63	29
Region2127	chrX	17338838	17340139	.	1302	1162	862	1104	340	1330	435	123	168	263	224	16	57	33	100	98
Region2128	chrX	17343516	17343906	.	391	607	412	715	163	618	297	39	63	103	82	0	13	12	41	33
Region2129	chrX	17344525	17345927	.	1403	2193	1825	2244	707	1868	1014	143	235	305	324	28	63	29	127	117
Region2130	chrX	17346461	17347907	.	1447	1632	1571	1709	574	1422	845	148	263	192	225	29	37	32	114	117
Region2131	chrX	17348618	17349566	.	949	984	899	1074	322	1095	475	86	137	199	193	11	40	26	71	91
Region2132	chrX	17354497	17354884	.	388	396	177	323	64	363	144	44	64	115	65	10	12	7	41	42
Region2133	chrX	17365914	17366288	.	375	554	333	507	132	438	203	42	68	138	137	8	21	9	35	41
Region2134	chrX	17366816	17367333	.	518	680	444	531	233	537	292	54	84	124	116	14	25	13	56	43
