# Program:featureCounts v2.0.0; Command:"featureCounts" "-F" "SAF" "-T" "5" "-a" "Genrich/K27ac.genrich.encode.narrowPeak.merged.SAF" "-o" "ChIPseq/K27ac.featureCount.count.tab.txt" "./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27ac_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27ac_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27ac_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27ac_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27ac_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27ac_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_1_R1.dmel.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep4.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep5.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep3.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep2.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Tol10b_WCE_rep4.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep2.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep1.dm6.bowtie2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27ac_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27ac_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27ac_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27ac_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27ac_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27ac_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_1_R1.dmel.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep4.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep5.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep3.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep2.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Tol10b_WCE_rep4.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep2.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep1.dm6.bowtie2.sorted.bam
Region5353	chrX	12744306	12744987	.	682	316	570	169	365	830	284	87	143	194	149	4	36	30	108	66
Region5354	chrX	12748625	12749211	.	587	268	807	153	334	671	375	67	88	139	115	2	28	17	91	56
Region5355	chrX	12749556	12751612	.	2057	1221	2811	468	1319	3140	1495	233	381	352	419	26	78	36	156	159
Region5356	chrX	12752413	12753404	.	992	394	1114	191	486	885	643	114	188	258	228	15	56	39	138	100
Region5357	chrX	12900718	12901045	.	328	87	438	30	101	155	200	33	55	105	76	5	18	10	27	33
Region5358	chrX	12907096	12907571	.	476	368	918	83	312	690	391	53	101	147	134	9	28	16	78	53
Region5359	chrX	12909173	12909596	.	424	251	833	88	301	649	345	47	72	165	119	19	27	15	74	42
Region5360	chrX	12910127	12910545	.	419	233	785	50	373	547	370	50	60	171	64	3	14	16	56	29
Region5361	chrX	13089959	13090576	.	618	430	943	112	364	873	455	53	98	161	158	12	33	14	77	54
Region5362	chrX	13091127	13091568	.	442	278	812	85	325	704	344	63	78	157	160	1	20	13	52	37
Region5363	chrX	13094311	13094779	.	469	298	717	65	244	556	299	51	82	136	126	2	26	16	53	45
Region5364	chrX	13128424	13128773	.	350	220	444	85	213	476	204	40	69	122	128	8	20	9	35	36
Region5365	chrX	13129072	13129480	.	409	220	590	62	310	458	262	51	80	208	179	3	20	10	68	46
Region5366	chrX	13155087	13155399	.	313	60	428	22	103	109	164	32	54	179	148	9	31	11	51	30
Region5367	chrX	13158878	13159741	.	864	584	2161	120	510	1020	919	91	135	266	132	11	39	26	85	57
Region5368	chrX	13177992	13178459	.	468	302	708	71	123	366	315	62	85	54	84	5	9	17	64	27
Region5369	chrX	13184500	13184926	.	427	286	657	70	167	414	354	58	79	67	72	9	8	14	48	25
Region5370	chrX	13193992	13194393	.	402	260	611	50	259	478	263	49	72	198	154	9	23	15	57	53
Region5371	chrX	13210817	13211648	.	832	681	1411	225	503	1631	603	95	178	223	232	12	51	15	121	101
Region5372	chrX	13211897	13212996	.	1100	851	1906	252	821	1877	879	114	209	363	273	25	50	26	142	105
Region5373	chrX	13223188	13223893	.	706	288	832	89	342	1019	406	79	136	140	181	26	40	28	80	59
Region5374	chrX	13225690	13226358	.	669	117	669	34	322	932	328	74	119	158	184	14	40	23	71	83
Region5375	chrX	13226692	13227593	.	902	89	1097	30	460	1122	530	94	167	142	136	16	34	14	75	69
Region5376	chrX	13228032	13229953	.	1922	202	2361	108	1071	2395	1195	179	325	343	350	27	109	37	173	158
Region5377	chrX	13230361	13231840	.	1480	173	1724	100	667	1475	884	110	228	327	292	17	63	48	141	118
Region5378	chrX	13232965	13233908	.	944	153	1315	90	593	1350	630	111	168	169	183	19	57	35	101	87
Region5379	chrX	13234548	13235116	.	569	154	763	73	305	722	377	61	91	66	106	3	29	8	50	41
Region5380	chrX	13256413	13257070	.	658	126	837	59	205	558	421	64	125	121	138	9	32	20	74	59
Region5381	chrX	13285174	13286481	.	1308	822	1674	190	737	1785	716	138	196	285	276	28	61	34	127	109
Region5382	chrX	13288097	13288608	.	512	428	979	85	422	851	417	44	98	208	118	4	32	19	76	43
Region5383	chrX	13296266	13296602	.	337	129	444	35	158	238	209	47	77	129	109	7	16	11	51	28
Region5384	chrX	13297059	13297729	.	671	379	1422	126	379	761	633	96	116	238	207	9	33	17	105	81
Region5385	chrX	13337035	13337598	.	564	308	1073	154	390	1026	460	59	100	97	146	3	13	9	83	40
Region5386	chrX	13338356	13338718	.	363	180	718	60	251	455	273	43	69	135	106	14	16	14	42	48
Region5387	chrX	13384090	13384962	.	873	792	2279	273	722	1748	906	88	140	221	129	14	43	21	110	64
Region5388	chrX	13385276	13385697	.	422	158	611	53	252	527	282	49	95	162	133	6	38	14	76	54
Region5389	chrX	13386907	13387509	.	603	388	1019	65	312	900	467	68	102	157	180	16	42	24	101	54
Region5390	chrX	13387845	13388188	.	344	155	554	51	162	361	220	42	73	178	69	12	19	12	39	25
Region5391	chrX	13395907	13396275	.	369	222	55	101	40	79	18	42	56	88	77	1	14	11	31	30
Region5392	chrX	13413249	13413751	.	503	247	1081	79	269	425	450	49	88	191	96	5	25	14	58	40
Region5393	chrX	13606243	13606685	.	443	143	528	45	226	388	257	79	73	216	140	5	29	11	57	51
Region5394	chrX	13611499	13612623	.	1125	846	2226	210	720	1378	960	115	189	434	336	27	70	28	144	120
Region5395	chrX	13615934	13616658	.	725	437	933	129	478	1003	445	57	138	214	166	16	40	22	87	66
Region5396	chrX	13617015	13617399	.	385	205	557	50	222	593	270	38	85	116	90	2	32	8	43	38
Region5397	chrX	13623982	13625052	.	1071	764	1560	303	694	1735	771	109	200	290	369	14	63	38	161	121
Region5398	chrX	13667377	13668504	.	1128	649	1983	169	447	754	870	112	171	323	296	13	62	41	118	103
Region5399	chrX	13679049	13679493	.	445	474	110	136	83	92	49	48	84	124	117	2	16	9	47	27
Region5400	chrX	13679833	13680352	.	520	404	326	170	210	410	191	49	66	202	201	12	26	16	68	42
Region5401	chrX	13722183	13722820	.	638	448	1513	131	484	698	639	68	108	302	224	17	48	42	91	74
Region5402	chrX	13739863	13740257	.	395	149	550	63	279	481	216	39	77	166	126	1	24	12	61	45
Region5403	chrX	13744264	13745357	.	1094	566	1558	163	638	1354	665	122	198	275	272	17	55	23	126	120
Region5404	chrX	13754546	13755313	.	768	422	692	176	644	1588	346	77	144	210	192	17	44	16	100	61
Region5405	chrX	13757142	13757704	.	563	401	1172	109	377	806	494	70	101	227	213	10	43	19	102	47
Region5406	chrX	13781430	13782926	.	1497	799	2749	294	1064	1959	1249	128	255	511	410	33	60	45	179	133
Region5407	chrX	13811712	13812048	.	337	106	474	37	220	274	239	48	61	197	64	5	22	8	52	38
Region5408	chrX	13821594	13822208	.	615	327	1038	144	538	988	545	64	108	199	201	11	29	29	102	57
Region5409	chrX	13822859	13823302	.	444	244	922	110	290	494	408	53	104	206	189	8	33	14	84	43
Region5410	chrX	13829825	13830305	.	481	375	1107	105	473	836	402	63	86	188	107	10	24	13	55	41
Region5411	chrX	14200206	14200668	.	463	197	718	62	353	493	352	54	67	177	130	5	26	20	65	38
Region5412	chrX	14201374	14201895	.	522	243	996	85	323	520	420	48	63	312	57	2	18	27	63	48
Region5413	chrX	14226298	14226732	.	435	245	833	63	279	390	359	50	85	185	108	11	22	15	58	33
Region5414	chrX	14233709	14234077	.	369	207	498	74	259	517	204	42	63	116	108	9	9	10	51	37
Region5415	chrX	14237403	14237926	.	524	270	922	83	328	583	406	52	88	234	113	9	35	20	65	64
Region5416	chrX	14238143	14238814	.	672	479	1057	134	585	865	469	91	125	260	218	12	38	22	69	52
Region5417	chrX	14242408	14242793	.	386	215	629	44	362	439	279	50	76	194	168	11	30	24	67	49
Region5418	chrX	14247273	14249171	.	1899	1407	3768	525	1551	3594	1535	176	300	624	550	41	115	57	283	192
Region5419	chrX	14249538	14250259	.	722	248	798	80	468	898	400	81	135	244	209	7	33	25	103	66
Region5420	chrX	14580603	14581125	.	523	325	1141	84	333	523	482	55	89	174	103	9	23	15	57	38
Region5421	chrX	14582558	14583427	.	870	633	1339	128	590	1467	573	82	142	209	240	10	40	33	119	95
Region5422	chrX	14627667	14628444	.	778	132	792	27	129	210	377	87	116	212	195	14	46	21	111	80
Region5423	chrX	14630466	14630954	.	489	64	470	18	72	190	289	50	91	119	110	14	21	15	84	44
Region5424	chrX	14649100	14649569	.	470	433	163	134	49	91	92	59	98	80	85	4	17	15	68	29
Region5425	chrX	14650466	14651489	.	1024	875	637	367	190	331	257	102	142	228	231	18	52	45	134	92
Region5426	chrX	14652328	14653319	.	992	816	700	227	168	166	332	101	135	401	255	12	45	33	109	84
Region5427	chrX	14743102	14743399	.	298	229	139	80	50	55	75	37	58	59	61	5	12	11	42	18
Region5428	chrX	14832672	14832969	.	298	175	575	69	246	385	279	28	58	125	110	3	13	11	31	34
Region5429	chrX	14837690	14839245	.	1556	858	2436	180	987	2094	1067	175	269	442	407	39	68	45	195	128
Region5430	chrX	15027955	15028154	.	200	152	36	73	37	103	22	28	35	47	56	7	11	3	36	17
Region5431	chrX	15028424	15028840	.	417	532	91	238	59	146	64	52	71	62	61	2	23	11	42	26
Region5432	chrX	15063956	15064308	.	353	142	580	38	312	444	255	43	63	158	75	4	19	6	54	32
Region5433	chrX	15065990	15066394	.	405	191	786	46	234	444	319	55	69	176	172	12	31	18	76	48
Region5434	chrX	15085154	15086418	.	1265	592	1762	159	626	1061	784	132	197	413	413	16	48	38	152	111
Region5435	chrX	15138882	15139324	.	443	387	748	177	541	942	361	55	73	160	128	8	27	18	74	55
Region5436	chrX	15293059	15293524	.	466	198	931	100	324	606	402	58	78	126	118	10	26	17	52	40
Region5437	chrX	15319489	15321183	.	1695	1235	3207	476	1519	3821	1412	171	310	541	510	30	110	46	247	156
Region5438	chrX	15328359	15328955	.	597	336	1326	94	474	987	533	61	109	203	192	8	22	18	101	58
Region5439	chrX	15332597	15334131	.	1535	825	2115	306	990	1967	954	159	296	506	420	28	108	44	225	156
Region5440	chrX	15344171	15344602	.	432	198	554	56	295	549	294	45	72	230	161	12	23	14	49	56
Region5441	chrX	15345197	15345731	.	535	568	978	132	549	1154	459	49	105	227	119	8	34	24	68	54
Region5442	chrX	15449572	15449881	.	310	248	515	65	206	421	250	41	79	126	97	18	15	13	45	23
Region5443	chrX	15461976	15462613	.	638	564	1160	114	448	961	454	64	118	270	90	14	31	23	64	62
Region5444	chrX	15475005	15475325	.	321	181	444	28	127	280	207	38	77	120	114	7	26	13	58	44
Region5445	chrX	15482376	15483328	.	953	654	1841	255	504	1356	893	90	179	252	258	17	34	35	122	86
Region5446	chrX	15486968	15487524	.	557	353	983	110	419	739	431	59	114	204	169	15	34	19	68	58
Region5447	chrX	15571655	15572073	.	419	225	539	44	194	320	242	55	81	128	104	4	34	9	75	32
Region5448	chrX	15574210	15574508	.	299	130	417	30	94	168	224	35	63	130	53	2	14	14	25	27
Region5449	chrX	15577677	15578748	.	1072	643	1385	189	748	1212	666	101	172	453	279	15	64	43	155	117
Region5450	chrX	15582317	15584048	.	1732	1500	2953	467	1263	2383	1261	196	299	636	498	32	103	53	219	179
Region5451	chrX	15623947	15624673	.	727	157	767	110	45	47	343	89	97	162	212	16	36	20	91	62
Region5452	chrX	15625286	15626303	.	1018	229	1545	142	94	68	690	97	208	249	147	17	39	30	70	84
Region5453	chrX	15645609	15646432	.	824	159	950	117	75	84	367	106	113	162	161	19	36	28	76	76
Region5454	chrX	15647484	15648060	.	577	161	773	118	63	85	258	57	79	159	117	5	36	28	52	44
Region5455	chrX	15697560	15697916	.	357	169	574	43	197	466	292	54	66	94	103	5	23	15	62	32
Region5456	chrX	15700919	15701198	.	280	129	475	49	190	281	207	36	62	119	105	3	17	7	52	31
Region5457	chrX	15703181	15704718	.	1538	931	2689	222	713	1565	1094	170	279	432	341	27	83	30	185	138
Region5458	chrX	15709152	15710494	.	1343	1071	2489	346	1221	2526	1125	130	253	465	513	21	86	53	228	142
Region5459	chrX	15710867	15711534	.	668	356	912	63	317	566	409	74	134	212	217	8	48	23	100	69
Region5460	chrX	15712657	15713823	.	1167	720	2070	239	677	1663	984	136	229	324	323	24	43	42	170	139
Region5461	chrX	15732186	15732698	.	513	404	855	84	456	756	347	58	91	281	250	13	30	28	121	66
Region5462	chrX	15733674	15734722	.	1049	785	1563	155	767	1674	678	113	183	246	258	13	70	30	148	88
Region5463	chrX	15736525	15736997	.	473	290	544	71	370	560	259	57	68	209	192	12	35	27	100	63
Region5464	chrX	15738530	15739752	.	1223	706	1830	208	911	1601	765	139	211	444	346	24	78	37	142	121
Region5465	chrX	15745838	15746179	.	342	207	533	64	240	484	278	31	71	166	144	7	21	19	50	35
Region5466	chrX	15746702	15747193	.	492	297	680	96	317	646	314	61	98	110	106	9	22	21	58	38
Region5467	chrX	15759633	15760662	.	1030	716	1598	216	625	2152	722	114	212	173	216	24	57	21	119	72
Region5468	chrX	15761270	15761569	.	300	211	511	52	171	480	240	30	58	59	55	8	17	9	41	21
Region5469	chrX	15769719	15770078	.	360	166	648	50	163	445	291	49	83	120	100	8	28	10	62	44
Region5470	chrX	15784916	15785515	.	600	349	968	99	319	930	453	66	94	183	164	10	23	22	72	56
Region5471	chrX	15786090	15786611	.	522	356	985	68	380	675	469	54	85	226	186	10	30	21	83	60
Region5472	chrX	15788966	15789252	.	287	101	379	38	154	450	221	38	66	91	88	4	16	7	39	27
Region5473	chrX	15795617	15796756	.	1140	639	1117	155	924	2267	517	109	185	267	270	17	63	31	120	114
Region5474	chrX	15799615	15800070	.	456	207	658	72	322	702	268	49	79	131	106	5	24	13	76	55
Region5475	chrX	15802518	15802930	.	413	209	480	72	374	800	233	28	76	162	123	11	34	17	54	48
Region5476	chrX	15834512	15835467	.	956	423	1816	153	579	1627	883	114	194	206	245	11	52	29	128	92
Region5477	chrX	15843730	15845078	.	1349	938	2295	239	779	1963	976	148	259	262	333	16	67	38	164	106
Region5478	chrX	15848872	15849217	.	346	295	678	87	341	775	309	54	63	108	87	6	13	5	42	36
Region5479	chrX	15852743	15853182	.	440	207	685	75	170	476	313	59	104	77	106	6	28	16	58	42
Region5480	chrX	15853507	15853945	.	439	280	662	100	354	532	254	47	75	187	161	3	28	18	70	54
Region5481	chrX	15857121	15857739	.	619	402	857	129	365	1070	441	68	118	163	187	14	35	22	116	71
Region5482	chrX	15858935	15859538	.	604	309	547	77	366	1094	249	81	122	122	126	11	19	12	49	53
Region5483	chrX	15860173	15860602	.	430	239	550	73	208	751	292	58	77	73	97	5	22	17	58	43
Region5484	chrX	15869964	15870686	.	723	523	1096	152	546	1691	522	77	133	121	150	10	29	20	86	49
Region5485	chrX	15886065	15887311	.	1247	585	2041	238	568	1905	900	138	218	212	230	22	53	31	119	111
Region5486	chrX	15889229	15890149	.	921	882	2135	272	771	2391	934	121	178	233	223	18	53	24	139	120
Region5487	chrX	15890594	15891050	.	457	268	707	87	279	717	310	60	83	139	175	20	20	20	88	45
Region5488	chrX	15909227	15909970	.	744	521	1128	127	467	1346	473	64	141	127	173	21	38	22	115	66
Region5489	chrX	15933177	15933680	.	504	286	1146	115	503	920	425	53	89	199	179	12	27	19	85	57
Region5490	chrX	15934473	15934861	.	389	251	534	44	240	651	252	50	70	63	70	3	16	11	56	53
Region5491	chrX	15939853	15940648	.	796	469	1157	106	486	1331	500	90	146	127	165	15	30	11	93	86
Region5492	chrX	15941064	15941748	.	685	455	1592	162	627	1719	729	90	150	137	161	11	35	22	93	52
Region5493	chrX	15944992	15945596	.	605	563	1190	187	686	1376	569	69	151	224	237	8	37	26	110	55
Region5494	chrX	15982313	15983011	.	699	537	994	169	670	1359	501	94	105	239	224	22	40	26	114	74
Region5495	chrX	15983861	15984373	.	513	170	541	39	292	558	266	53	96	169	180	4	23	18	49	53
Region5496	chrX	15986171	15986791	.	621	336	1336	89	452	905	554	49	99	293	283	12	37	13	70	51
Region5497	chrX	15991094	15992017	.	924	791	1758	161	493	1837	726	111	180	114	156	16	48	13	90	78
Region5498	chrX	15992320	15993120	.	801	610	1509	117	442	1430	675	87	154	108	146	10	29	21	78	58
Region5499	chrX	15997042	15997590	.	549	379	1042	130	457	715	468	63	118	240	263	15	36	19	110	72
Region5500	chrX	16004980	16005780	.	801	601	1577	166	468	1771	660	85	130	151	157	14	33	17	101	64
Region5501	chrX	16072935	16073515	.	581	492	959	120	426	1114	475	68	110	123	128	7	27	17	79	54
Region5502	chrX	16271006	16271601	.	596	434	947	141	420	876	421	70	105	224	195	19	40	20	117	68
Region5503	chrX	16275468	16275934	.	467	170	597	59	263	727	275	68	106	95	109	11	31	15	86	56
Region5504	chrX	16276310	16276754	.	445	228	789	77	310	581	337	57	108	174	177	16	27	21	77	51
Region5505	chrX	16277992	16279072	.	1081	779	1475	226	635	1803	594	112	228	247	226	35	58	34	148	95
Region5506	chrX	16286361	16286904	.	544	431	949	123	486	1124	479	43	111	246	197	11	36	31	117	58
Region5507	chrX	16288756	16289632	.	877	699	2059	222	808	2245	914	98	160	190	221	27	49	32	149	80
Region5508	chrX	16296087	16297577	.	1491	929	2185	312	1125	2554	1021	174	309	406	398	30	71	43	230	153
Region5509	chrX	16303926	16304409	.	484	384	1164	93	472	1008	461	62	92	192	183	14	31	16	62	52
Region5510	chrX	16312499	16313532	.	1034	1031	1861	213	765	2186	844	93	184	256	169	21	44	29	102	79
Region5511	chrX	16313776	16314193	.	418	272	690	95	276	895	296	45	72	124	109	9	21	15	69	49
Region5512	chrX	16318808	16320311	.	1504	1046	1680	460	1002	2522	809	158	282	322	376	36	62	49	207	155
Region5513	chrX	16323341	16323792	.	452	271	883	66	339	598	368	68	86	156	157	13	25	30	72	40
Region5514	chrX	16331564	16332073	.	510	678	1287	186	788	1655	537	67	104	143	145	13	30	16	81	43
Region5515	chrX	16332667	16335695	.	3029	4565	8532	1701	3640	11124	3453	342	603	583	731	36	142	87	411	260
Region5516	chrX	16350363	16350847	.	485	273	755	73	404	612	273	60	92	282	220	11	29	24	80	45
Region5517	chrX	16357924	16360042	.	2119	1764	4581	452	1550	4471	1981	229	391	492	479	45	99	61	268	189
Region5518	chrX	16360759	16362540	.	1782	1515	3418	306	1264	3755	1479	244	366	279	367	38	91	50	171	131
Region5519	chrX	16372932	16373782	.	851	583	848	168	569	1538	371	95	149	237	255	9	51	34	134	87
Region5520	chrX	16384416	16384903	.	488	196	741	62	251	888	352	64	85	91	113	9	29	14	58	46
Region5521	chrX	16390952	16391445	.	494	362	1086	118	428	1146	495	62	89	120	119	9	35	20	66	47
Region5522	chrX	16391688	16392106	.	419	199	688	80	278	712	333	62	75	109	116	12	28	12	70	49
Region5523	chrX	16421816	16422213	.	398	167	638	74	283	636	308	47	84	133	135	12	23	10	72	46
Region5524	chrX	16422865	16426503	.	3639	2874	5487	1014	5337	9384	2620	379	544	1348	1138	56	203	117	451	339
Region5525	chrX	16427223	16427714	.	492	191	576	84	57	44	321	46	89	107	166	5	21	20	89	33
Region5526	chrX	16440954	16442094	.	1141	507	1437	173	601	1124	717	131	187	447	395	21	58	37	199	103
Region5527	chrX	16446510	16446937	.	428	260	617	59	282	557	287	61	87	269	212	7	32	13	84	73
Region5528	chrX	16447944	16449703	.	1760	1190	2922	329	1237	2813	1309	156	243	441	356	21	87	49	179	151
Region5529	chrX	16553247	16554010	.	764	768	1762	225	776	1595	721	60	134	219	243	16	40	30	115	76
Region5530	chrX	16587934	16588306	.	373	178	516	63	225	396	261	35	65	189	94	2	17	12	45	34
Region5531	chrX	16592916	16594207	.	1292	867	2523	263	1061	2082	1057	146	207	435	333	23	71	39	189	112
Region5532	chrX	16598073	16600429	.	2357	2181	4621	616	1540	4507	1883	236	428	623	598	28	128	73	305	232
Region5533	chrX	16610708	16611481	.	774	516	1173	125	418	710	528	92	124	330	350	20	38	30	121	77
Region5534	chrX	16636645	16638591	.	1947	1455	3274	410	1409	3006	1344	191	335	582	442	24	118	45	222	144
Region5535	chrX	16639833	16640446	.	614	704	1692	196	655	1570	699	77	135	228	235	18	38	19	94	72
Region5536	chrX	16641019	16641581	.	563	322	745	115	308	696	396	63	98	201	205	14	38	15	90	63
Region5537	chrX	16643736	16644189	.	454	354	216	137	281	728	136	51	67	113	93	7	34	17	49	44
Region5538	chrX	16644396	16645221	.	826	417	308	190	590	1103	188	88	132	189	187	13	44	31	116	82
Region5539	chrX	16654490	16654993	.	504	296	721	100	425	732	335	59	97	200	232	8	16	18	99	74
Region5540	chrX	16683157	16683951	.	795	568	1290	133	562	1298	517	79	138	248	249	18	51	21	120	83
Region5541	chrX	16751461	16751805	.	345	138	514	48	116	468	277	37	84	71	47	14	21	14	41	16
Region5542	chrX	16774584	16775156	.	573	571	204	206	132	197	114	58	100	158	147	13	25	15	65	51
Region5543	chrX	16783053	16783353	.	301	207	77	76	57	106	39	49	53	102	77	5	12	16	71	39
Region5544	chrX	16783991	16784501	.	511	349	1087	82	427	800	460	47	86	214	208	17	31	22	83	55
Region5545	chrX	16786594	16786925	.	332	222	549	26	220	430	271	44	67	125	67	3	20	11	32	37
Region5546	chrX	16787128	16787465	.	338	431	578	67	303	952	255	31	54	55	60	14	9	9	26	19
Region5547	chrX	16787803	16788318	.	516	271	873	69	376	736	381	57	92	274	170	11	28	29	85	75
Region5548	chrX	16790809	16791183	.	375	309	657	96	384	758	278	43	72	181	110	8	28	17	59	53
Region5549	chrX	16792127	16793477	.	1351	793	2850	278	1190	2605	1262	126	232	512	417	25	89	48	207	159
Region5550	chrX	16793804	16794341	.	538	91	767	15	100	229	381	60	133	90	124	17	13	9	44	44
Region5551	chrX	16800913	16801505	.	593	256	918	67	413	688	404	60	86	279	217	8	34	19	74	67
Region5552	chrX	16802716	16803328	.	613	563	1040	106	575	1052	414	58	111	273	234	13	40	14	86	61
Region5553	chrX	16803703	16804197	.	495	299	697	71	312	604	326	53	107	162	120	14	28	21	67	43
Region5554	chrX	16883986	16884977	.	992	399	1321	80	411	972	605	104	177	290	248	18	52	37	130	82
Region5555	chrX	16886101	16886561	.	461	350	895	76	333	680	415	55	85	121	140	13	18	11	65	41
Region5556	chrX	16886768	16887241	.	474	301	679	55	234	527	297	52	85	138	133	7	26	10	57	57
Region5557	chrX	16942264	16944074	.	1811	1493	3056	346	1133	3737	1298	214	338	476	456	28	92	48	223	153
Region5558	chrX	16957169	16957420	.	252	113	169	14	308	565	71	25	43	77	83	7	9	9	33	27
Region5559	chrX	16967795	16969307	.	1513	1064	2139	313	891	2727	941	154	272	282	344	32	76	44	199	147
Region5560	chrX	17076893	17077867	.	975	663	1854	232	735	1507	824	91	195	360	363	18	57	45	143	110
Region5561	chrX	17078532	17079340	.	809	625	1182	141	485	1434	507	110	150	191	167	7	36	24	97	61
Region5562	chrX	17107644	17107965	.	322	167	526	55	198	397	255	38	71	101	101	4	16	12	58	50
Region5563	chrX	17122405	17122928	.	524	422	129	145	136	239	59	51	72	124	118	4	27	12	77	48
Region5564	chrX	17123538	17124679	.	1142	1125	521	387	320	688	287	122	179	217	263	30	52	23	156	94
Region5565	chrX	17125348	17126130	.	783	602	399	178	161	458	198	96	145	122	137	3	37	18	83	74
Region5566	chrX	17142419	17143224	.	806	597	1628	149	477	1258	698	84	141	254	140	13	49	30	116	84
Region5567	chrX	17147290	17148605	.	1316	1383	3022	393	983	2684	1184	139	231	278	240	37	64	35	129	127
Region5568	chrX	17158726	17159666	.	941	763	1688	146	605	1192	775	110	167	255	201	16	45	27	111	75
Region5569	chrX	17160077	17160617	.	541	452	1342	149	427	1064	625	76	125	163	134	17	34	17	95	44
Region5570	chrX	17160819	17161293	.	475	250	671	89	318	593	378	63	100	119	155	10	28	11	62	40
Region5571	chrX	17244534	17244949	.	416	257	652	86	291	396	317	59	79	195	123	4	19	13	64	50
Region5572	chrX	17249054	17249449	.	396	180	598	45	152	262	297	48	90	188	152	11	22	12	58	42
Region5573	chrX	17301590	17301929	.	340	229	469	89	156	546	226	34	75	75	69	9	20	12	45	43
Region5574	chrX	17302481	17303157	.	677	487	1177	157	524	974	517	88	137	224	213	15	33	19	95	72
Region5575	chrX	17421627	17422112	.	486	170	738	57	128	290	342	59	78	126	139	5	29	17	71	43
Region5576	chrX	17503951	17504250	.	300	187	120	83	63	131	79	34	59	79	80	2	14	12	62	37
Region5577	chrX	17578413	17579749	.	1337	833	2643	265	966	2421	1095	152	217	378	366	32	75	32	172	115
Region5578	chrX	17599595	17600179	.	585	286	872	81	323	631	366	55	88	211	206	4	34	22	68	57
Region5579	chrX	17627385	17627836	.	452	188	797	65	261	743	332	55	102	91	110	16	26	15	66	36
Region5580	chrX	17628884	17629489	.	606	347	1060	90	361	779	438	70	104	208	184	20	29	25	88	64
Region5581	chrX	17632355	17632774	.	420	212	743	46	289	526	317	49	81	167	126	4	31	18	73	39
Region5582	chrX	17635389	17636808	.	1420	869	2714	279	1050	1576	1159	159	223	524	429	21	68	49	230	124
Region5583	chrX	17650720	17652604	.	1885	858	3031	418	1187	2656	1455	199	348	631	545	42	99	71	313	203
Region5584	chrX	17656295	17656835	.	541	294	1035	65	476	562	451	59	88	304	182	13	29	16	91	80
Region5585	chrX	17657388	17657921	.	534	359	1314	144	421	1169	605	61	122	159	170	15	32	13	98	60
